35028605 | @DISEASE_Drug_Hypersensitivity | Drug Hypersensitivity | 115 | 16 | Disease | disease | hypersensitivity
38579905 | @DISEASE_Acute_Kidney_Injury | Acute Kidney Injury | 2165 | 3 | Disease | disease | AKI
38579905 | @DISEASE_COVID_19 | COVID-19 | 2177 | 8 | Disease | disease | COVID-19
38607233 | @GENE_CD4 | CD4 | 30 | 3 | Gene | gene | CD4
38607233 | @DISEASE_Cholangitis_Sclerosing | Cholangitis Sclerosing | 60 | 30 | Disease | disease | primary sclerosing cholangitis
38607233 | @GENE_CD4 | CD4 | 117 | 3 | Gene | gene | CD4
38607233 | @DISEASE_Cholangitis_Sclerosing | Cholangitis Sclerosing | 182 | 30 | Disease | disease | Primary sclerosing cholangitis
38607233 | @DISEASE_Cholangitis_Sclerosing | Cholangitis Sclerosing | 214 | 3 | Disease | disease | PSC
38607233 | @DISEASE_Autoimmune_Diseases | Autoimmune Diseases | 225 | 10 | Disease | disease | autoimmune
38607233 | @DISEASE_Liver_Diseases | Liver Diseases | 236 | 25 | Disease | disease | cholestatic liver disease
38607233 | @DISEASE_Cholangitis_Sclerosing | Cholangitis Sclerosing | 406 | 3 | Disease | disease | PSC
38607233 | @DISEASE_Cholangitis_Sclerosing | Cholangitis Sclerosing | 524 | 3 | Disease | disease | PSC
38607233 | @DISEASE_Hepatitis_C_Chronic | Hepatitis C Chronic | 550 | 31 | Disease | disease | chronic replicative hepatitis C
38607233 | @GENE_FOXP3 | FOXP3 | 635 | 5 | Gene | gene | Foxp3
38607233 | @GENE_IL2RA | IL2RA | 641 | 4 | Gene | gene | CD25
38607233 | @GENE_ENTPD1 | ENTPD1 | 703 | 4 | Gene | gene | CD39
38607233 | @GENE_IFNG | IFNG | 833 | 9 | Gene | gene | IFN-gamma
38607233 | @GENE_IL2 | IL2 | 864 | 4 | Gene | gene | IL-2
38607233 | @GENE_IL4 | IL4 | 874 | 4 | Gene | gene | IL-4
38607233 | @DISEASE_Cholangitis_Sclerosing | Cholangitis Sclerosing | 943 | 3 | Disease | disease | PSC
38607233 | @GENE_ENTPD1 | ENTPD1 | 1012 | 4 | Gene | gene | CD39
38607233 | @GENE_IFNG | IFNG | 1089 | 9 | Gene | gene | IFN-gamma
38607233 | @GENE_IL6 | IL6 | 1100 | 4 | Gene | gene | IL-6
38607233 | @GENE_IL2 | IL2 | 1106 | 4 | Gene | gene | IL-2
38607233 | @GENE_IL4 | IL4 | 1116 | 4 | Gene | gene | IL-4
38607233 | @DISEASE_Cholangitis_Sclerosing | Cholangitis Sclerosing | 1145 | 3 | Disease | disease | PSC
38607233 | @GENE_STAT1 | STAT1 | 1186 | 5 | Gene | gene | STAT1
38607233 | @GENE_STAT5A | STAT5A | 1193 | 5 | Gene | gene | STAT5
38607233 | @GENE_STAT6 | STAT6 | 1204 | 5 | Gene | gene | STAT6
38607233 | @GENE_IL6 | IL6 | 1211 | 4 | Gene | gene | IL-6
38607233 | @GENE_STAT3 | STAT3 | 1253 | 5 | Gene | gene | STAT3
38607233 | @DISEASE_Cholangitis_Sclerosing | Cholangitis Sclerosing | 1271 | 3 | Disease | disease | PSC
38607233 | @GENE_STAT3 | STAT3 | 1306 | 5 | Gene | gene | STAT3
38607233 | @DISEASE_Cholangitis_Sclerosing | Cholangitis Sclerosing | 1382 | 3 | Disease | disease | PSC
38607233 | @GENE_STAT3 | STAT3 | 1408 | 5 | Gene | gene | STAT3
38607233 | @GENE_CD4 | CD4 | 1432 | 3 | Gene | gene | CD4
38607233 | @GENE_ENTPD1 | ENTPD1 | 1465 | 4 | Gene | gene | CD39
38607233 | @DISEASE_Inflammation | Inflammation | 1501 | 12 | Disease | disease | inflammatory
38613800 | @GENE_PROS1 | PROS1 | 0 | 5 | Gene | gene | PROS1
38613800 | @DISEASE_Diabetic_Foot | Diabetic Foot | 59 | 20 | Disease | disease | diabetic foot ulcers
38613800 | @DISEASE_Diabetic_Foot | Diabetic Foot | 166 | 20 | Disease | disease | Diabetic foot ulcers
38613800 | @DISEASE_Diabetic_Foot | Diabetic Foot | 188 | 4 | Disease | disease | DFUs
38613800 | @DISEASE_Diabetic_Foot | Diabetic Foot | 431 | 20 | Disease | disease | diabetic foot ulcers
38613800 | @GENE_PROS1 | PROS1 | 1278 | 5 | Gene | gene | PROS1
38613800 | @GENE_PROS1 | PROS1 | 1459 | 5 | Gene | gene | PROS1
38613800 | @GENE_PROS1 | PROS1 | 1526 | 5 | Gene | gene | PROS1
38613800 | @GENE_CD4 | CD4 | 1634 | 3 | Gene | gene | CD4
38613800 | @GENE_IL17A | IL17A | 1700 | 5 | Gene | gene | IL-17
38613800 | @GENE_RAP1A | RAP1A | 1707 | 4 | Gene | gene | Rap1
38613800 | @GENE_PROS1 | PROS1 | 1769 | 5 | Gene | gene | PROS1
38639111 | @GENE_IL26 | IL26 | 31 | 14 | Gene | gene | Interleukin-26
38639111 | @GENE_IL26 | IL26 | 65 | 14 | Gene | gene | Interleukin-26
38639111 | @GENE_IL26 | IL26 | 81 | 5 | Gene | gene | IL-26
38639111 | @GENE_IL20 | IL20 | 122 | 5 | Gene | gene | IL-20
38639111 | @GENE_CD4 | CD4 | 201 | 3 | Gene | gene | CD4
38639111 | @GENE_IL20RA | IL20RA | 249 | 7 | Gene | gene | IL-20R1
38639111 | @GENE_IL10RB | IL10RB | 261 | 7 | Gene | gene | IL-10R2
38639111 | @GENE_JAK1 | JAK1 | 335 | 14 | Gene | gene | Janus kinase 1
38639111 | @GENE_STAT3 | STAT3 | 442 | 5 | Gene | gene | STAT3
38639111 | @DISEASE_Inflammation | Inflammation | 579 | 12 | Disease | disease | inflammation
38639111 | @DISEASE_Dermatitis_Atopic | Dermatitis Atopic | 621 | 17 | Disease | disease | atopic dermatitis
38639111 | @DISEASE_Neoplasms | Neoplasms | 736 | 5 | Disease | disease | tumor
38639111 | @GENE_IL26 | IL26 | 806 | 5 | Gene | gene | IL-26
12093286 | @CHEMICAL_purine | purine | 20 | 6 | Chemical | chemical | purine
12093286 | @CHEMICAL_purine | purine | 827 | 6 | Chemical | chemical | purine
12093286 | @CHEMICAL_pyrimidine | pyrimidine | 1501 | 10 | Chemical | chemical | pyrimidine
22934077 | @CHEMICAL_Gabapentin | Gabapentin | 11 | 10 | Chemical | chemical | gabapentin
22934077 | @DISEASE_Muscle_Spasticity | Muscle Spasticity | 25 | 17 | Disease | disease | muscle spasticity
22934077 | @DISEASE_Autonomic_Dysreflexia | Autonomic Dysreflexia | 83 | 21 | Disease | disease | autonomic dysreflexia
22934077 | @DISEASE_Spinal_Cord_Injuries | Spinal Cord Injuries | 120 | 18 | Disease | disease | spinal cord injury
22934077 | @DISEASE_Neuralgia | Neuralgia | 170 | 16 | Disease | disease | neuropathic pain
22934077 | @CHEMICAL_Gabapentin | Gabapentin | 199 | 10 | Chemical | chemical | gabapentin
22934077 | @CHEMICAL_Gabapentin | Gabapentin | 211 | 3 | Chemical | chemical | GBP
22934077 | @CHEMICAL_Gabapentin | Gabapentin | 216 | 9 | Chemical | chemical | Neurontin
22934077 | @DISEASE_Autonomic_Dysreflexia | Autonomic Dysreflexia | 302 | 21 | Disease | disease | autonomic dysreflexia
22934077 | @DISEASE_Autonomic_Dysreflexia | Autonomic Dysreflexia | 325 | 2 | Disease | disease | AD
22934077 | @DISEASE_Muscle_Spasticity | Muscle Spasticity | 352 | 10 | Disease | disease | spasticity
22934077 | @DISEASE_Spinal_Cord_Injuries | Spinal Cord Injuries | 442 | 18 | Disease | disease | spinal cord injury
22934077 | @DISEASE_Spinal_Cord_Injuries | Spinal Cord Injuries | 462 | 3 | Disease | disease | SCI
22934077 | @CHEMICAL_Gabapentin | Gabapentin | 573 | 3 | Chemical | chemical | GBP
22934077 | @DISEASE_Autonomic_Dysreflexia | Autonomic Dysreflexia | 601 | 2 | Disease | disease | AD
22934077 | @DISEASE_Muscle_Spasticity | Muscle Spasticity | 613 | 10 | Disease | disease | spasticity
22934077 | @CHEMICAL_Gabapentin | Gabapentin | 723 | 3 | Chemical | chemical | GBP
22934077 | @DISEASE_Autonomic_Dysreflexia | Autonomic Dysreflexia | 793 | 2 | Disease | disease | AD
22934077 | @DISEASE_Spinal_Cord_Injuries | Spinal Cord Injuries | 905 | 3 | Disease | disease | SCI
22934077 | @CHEMICAL_Gabapentin | Gabapentin | 949 | 3 | Chemical | chemical | GBP
22934077 | @DISEASE_Autonomic_Dysreflexia | Autonomic Dysreflexia | 1018 | 2 | Disease | disease | AD
22934077 | @DISEASE_Muscle_Spasticity | Muscle Spasticity | 1043 | 10 | Disease | disease | spasticity
22934077 | @CHEMICAL_Gabapentin | Gabapentin | 1117 | 3 | Chemical | chemical | GBP
22934077 | @DISEASE_Autonomic_Dysreflexia | Autonomic Dysreflexia | 1272 | 2 | Disease | disease | AD
22934077 | @CHEMICAL_Gabapentin | Gabapentin | 1635 | 3 | Chemical | chemical | GBP
22934077 | @CHEMICAL_Gabapentin | Gabapentin | 1781 | 3 | Chemical | chemical | GBP
22934077 | @DISEASE_Spinal_Cord_Injuries | Spinal Cord Injuries | 1886 | 3 | Disease | disease | SCI
22934077 | @DISEASE_Autonomic_Dysreflexia | Autonomic Dysreflexia | 1986 | 2 | Disease | disease | AD
22934077 | @DISEASE_Bradycardia | Bradycardia | 2039 | 11 | Disease | disease | bradycardia
22934077 | @DISEASE_Hypertension | Hypertension | 2106 | 12 | Disease | disease | hypertensive
22934077 | @DISEASE_Spinal_Cord_Injuries | Spinal Cord Injuries | 2208 | 3 | Disease | disease | SCI
22934077 | @DISEASE_Neuralgia | Neuralgia | 2271 | 16 | Disease | disease | neuropathic pain
22934077 | @CHEMICAL_Gabapentin | Gabapentin | 2297 | 3 | Chemical | chemical | GBP
24189438 | @GENE_SPINT3 | SPINT3 | 56 | 23 | Gene | gene | early lactation protein
24189438 | @GENE_PRL | PRL | 126 | 9 | Gene | gene | prolactin
24189438 | @GENE_SPINT3 | SPINT3 | 147 | 3 | Gene | gene | ELP
24189438 | @GENE_SPINT3 | SPINT3 | 152 | 23 | Gene | gene | early lactation protein
24189438 | @GENE_SPINT3 | SPINT3 | 212 | 27 | Gene | gene | colostrum trypsin inhibitor
24189438 | @GENE_SPINT3 | SPINT3 | 472 | 3 | Gene | gene | ELP
24189438 | @GENE_SPINT3 | SPINT3 | 577 | 3 | Gene | gene | ELP
24189438 | @GENE_SPINT3 | SPINT3 | 790 | 3 | Gene | gene | ELP
24189438 | @CHEMICAL_Prolactin | Prolactin | 850 | 19 | Chemical | chemical | lactogenic hormones
24189438 | @GENE_INS | INS | 871 | 7 | Gene | gene | insulin
24189438 | @CHEMICAL_Hydrocortisone | Hydrocortisone | 880 | 14 | Chemical | chemical | hydrocortisone
24189438 | @GENE_PRL | PRL | 899 | 9 | Gene | gene | prolactin
24189438 | @GENE_PAEP | PAEP | 927 | 18 | Gene | gene | beta-lactoglobulin
24189438 | @GENE_SPINT3 | SPINT3 | 948 | 3 | Gene | gene | ELP
24189438 | @GENE_INS | INS | 981 | 7 | Gene | gene | insulin
24189438 | @GENE_INS | INS | 992 | 7 | Gene | gene | insulin
24189438 | @CHEMICAL_Hydrocortisone | Hydrocortisone | 1004 | 14 | Chemical | chemical | hydrocortisone
24189438 | @GENE_SPINT3 | SPINT3 | 1062 | 3 | Gene | gene | ELP
24189438 | @GENE_SPINT3 | SPINT3 | 1117 | 3 | Gene | gene | ELP
24189438 | @GENE_SPINT3 | SPINT3 | 1242 | 3 | Gene | gene | ELP
24483507 | @CHEMICAL_Nitric_Acid | Nitric Acid | 1027 | 6 | Chemical | chemical | HNO(3)
24483507 | @CHEMICAL_Nitrogen | Nitrogen | 1035 | 7 | Chemical | chemical | N(2)(+)
25662403 | @CHEMICAL_tripchlorolide | tripchlorolide | 0 | 14 | Chemical | chemical | Tripchlorolide
25662403 | @DISEASE_Encephalomyelitis_Autoimmune_Experimental | Encephalomyelitis Autoimmune Experimental | 27 | 41 | Disease | disease | experimental autoimmune encephalomyelitis
25662403 | @GENE_MAPK3 | Mapk3 | 88 | 6 | Gene | gene | ERK1/2
25662403 | @GENE_NFKB1 | Nfkb1 | 95 | 9 | Gene | gene | NF-kappaB
25662403 | @CHEMICAL_tripchlorolide | tripchlorolide | 138 | 14 | Chemical | chemical | Tripchlorolide
25662403 | @DISEASE_Inflammation | Inflammation | 252 | 12 | Disease | disease | inflammatory
25662403 | @DISEASE_Encephalomyelitis_Autoimmune_Experimental | Encephalomyelitis Autoimmune Experimental | 350 | 41 | Disease | disease | experimental autoimmune encephalomyelitis
25662403 | @DISEASE_Encephalomyelitis_Autoimmune_Experimental | Encephalomyelitis Autoimmune Experimental | 393 | 3 | Disease | disease | EAE
25662403 | @DISEASE_Multiple_Sclerosis | Multiple Sclerosis | 418 | 18 | Disease | disease | multiple sclerosis
25662403 | @DISEASE_Inflammation | Inflammation | 498 | 12 | Disease | disease | inflammatory
25662403 | @DISEASE_Encephalomyelitis_Autoimmune_Experimental | Encephalomyelitis Autoimmune Experimental | 564 | 3 | Disease | disease | EAE
25662403 | @DISEASE_Encephalomyelitis_Autoimmune_Experimental | Encephalomyelitis Autoimmune Experimental | 670 | 3 | Disease | disease | EAE
25662403 | @DISEASE_Encephalomyelitis_Autoimmune_Experimental | Encephalomyelitis Autoimmune Experimental | 702 | 3 | Disease | disease | EAE
25662403 | @GENE_TBX21 | Tbx21 | 807 | 5 | Gene | gene | T-bet
25662403 | @GENE_IFNG | Ifng | 842 | 9 | Gene | gene | IFN-gamma
25662403 | @GENE_IL17A | Il17a | 856 | 5 | Gene | gene | IL-17
25662403 | @GENE_MAPK3 | Mapk3 | 918 | 6 | Gene | gene | ERK1/2
25662403 | @GENE_NFKB1 | Nfkb1 | 925 | 9 | Gene | gene | NF-kappaB
25662403 | @DISEASE_Encephalomyelitis_Autoimmune_Experimental | Encephalomyelitis Autoimmune Experimental | 1085 | 3 | Disease | disease | EAE
25662403 | @DISEASE_Multiple_Sclerosis | Multiple Sclerosis | 1158 | 18 | Disease | disease | multiple sclerosis
25808225 | @GENE_REN | Ren | 31 | 5 | Gene | gene | renin
25808225 | @DISEASE_Hyperkinesis | Hyperkinesis | 160 | 20 | Disease | disease | Hyperactivity of the
25808225 | @GENE_REN | Ren | 181 | 5 | Gene | gene | renin
25808225 | @DISEASE_Hypertension | Hypertension | 239 | 12 | Disease | disease | hypertension
25808225 | @DISEASE_Hypertension | Hypertension | 335 | 12 | Disease | disease | hypertensive
25808225 | @GENE_AGT | Agt | 400 | 15 | Gene | gene | angiotensinogen
25808225 | @GENE_AGT | Agt | 417 | 6 | Gene | gene | Ang II
25808225 | @DISEASE_Hypertension | Hypertension | 482 | 12 | Disease | disease | hypertensive
25808225 | @GENE_AGT | Agt | 733 | 15 | Gene | gene | angiotensinogen
25808225 | @GENE_AGT | Agt | 835 | 15 | Gene | gene | angiotensinogen
25808225 | @GENE_AGT | Agt | 909 | 6 | Gene | gene | Ang II
25808225 | @GENE_AGT | Agt | 1060 | 15 | Gene | gene | angiotensinogen
25808225 | @GENE_AGT | Agt | 1238 | 5 | Gene | gene | AngII
25808225 | @GENE_AGT | Agt | 1410 | 5 | Gene | gene | AngII
25808225 | @GENE_AGT | Agt | 1476 | 5 | Gene | gene | AngII
26066194 | @CHEMICAL_Chlorophyll | Chlorophyll | 426 | 12 | Chemical | chemical | chlorophylls
26172746 | @CHEMICAL_Lipids | Lipids | 64 | 6 | Chemical | chemical | lipids
26172746 | @CHEMICAL_Water | Water | 168 | 5 | Chemical | chemical | water
26172746 | @CHEMICAL_Oils | Oils | 177 | 3 | Chemical | chemical | oil
26172746 | @CHEMICAL_Phospholipids | Phospholipids | 201 | 13 | Chemical | chemical | phospholipids
26172746 | @CHEMICAL_Polyamines | Polyamines | 870 | 9 | Chemical | chemical | polyamine
26172746 | @CHEMICAL_Polyamines | Polyamines | 1016 | 10 | Chemical | chemical | polyamines
26558079 | @GENE_CLDN7 | CLDN7 | 15 | 9 | Gene | gene | claudin-7
26558079 | @DISEASE_Urinary_Bladder_Neoplasms | Urinary Bladder Neoplasms | 45 | 43 | Disease | disease | urothelial carcinoma of the urinary bladder
26558079 | @GENE_CLDN7 | CLDN7 | 142 | 9 | Gene | gene | claudin-7
26558079 | @DISEASE_Urethral_Neoplasms | Urethral Neoplasms | 155 | 20 | Disease | disease | urothelial carcinoma
26558079 | @DISEASE_Urethral_Neoplasms | Urethral Neoplasms | 177 | 2 | Disease | disease | UC
26558079 | @DISEASE_Urinary_Bladder_Neoplasms | Urinary Bladder Neoplasms | 321 | 17 | Disease | disease | UC of the bladder
26558079 | @DISEASE_Nemaline_myopathy_5 | Nemaline myopathy 5 | 392 | 5 | Disease | disease | Ta-T1
26558079 | @DISEASE_Muscle_Neoplasms | Muscle Neoplasms | 411 | 28 | Disease | disease | muscle-invasive (MI) tumours
26558079 | @CHEMICAL_SYBR_Green_I | SYBR Green I | 585 | 12 | Chemical | chemical | SYBR Green I
26558079 | @GENE_CLDN7 | CLDN7 | 655 | 9 | Gene | gene | claudin-7
26558079 | @GENE_GAPDH | GAPDH | 692 | 40 | Gene | gene | glyceraldehyde-3-phosphate dehydrogenase
26558079 | @GENE_CLDN7 | CLDN7 | 871 | 9 | Gene | gene | claudin-7
26558079 | @GENE_CLDN7 | CLDN7 | 942 | 9 | Gene | gene | Claudin-7
26558079 | @DISEASE_Urethral_Neoplasms | Urethral Neoplasms | 974 | 2 | Disease | disease | UC
26558079 | @DISEASE_Nemaline_myopathy_5 | Nemaline myopathy 5 | 1026 | 5 | Disease | disease | Ta-T1
26558079 | @DISEASE_Neoplasms | Neoplasms | 1033 | 7 | Disease | disease | tumours
26558079 | @GENE_CLDN7 | CLDN7 | 1066 | 9 | Gene | gene | claudin-7
26558079 | @DISEASE_Neoplasms | Neoplasms | 1103 | 7 | Disease | disease | tumours
26558079 | @DISEASE_Neoplasms | Neoplasms | 1187 | 7 | Disease | disease | tumours
26558079 | @DISEASE_Neoplasms | Neoplasms | 1213 | 7 | Disease | disease | tumours
26558079 | @DISEASE_Urethral_Neoplasms | Urethral Neoplasms | 1305 | 2 | Disease | disease | UC
26558079 | @GENE_CLDN7 | CLDN7 | 1382 | 9 | Gene | gene | claudin-7
26558079 | @DISEASE_Urethral_Neoplasms | Urethral Neoplasms | 1399 | 2 | Disease | disease | UC
26558079 | @DISEASE_Non_Muscle_Invasive_Bladder_Neoplasms | Non-Muscle Invasive Bladder Neoplasms | 1434 | 5 | Disease | disease | MI UC
26558079 | @DISEASE_Urethral_Neoplasms | Urethral Neoplasms | 1452 | 2 | Disease | disease | UC
26558079 | @GENE_CLDN7 | CLDN7 | 1521 | 9 | Gene | gene | claudin-7
26558079 | @DISEASE_Urinary_Bladder_Neoplasms | Urinary Bladder Neoplasms | 1583 | 25 | Disease | disease | UC of the urinary bladder
26558079 | @GENE_CLDN7 | CLDN7 | 1649 | 9 | Gene | gene | claudin-7
26558079 | @DISEASE_Urethral_Neoplasms | Urethral Neoplasms | 1675 | 2 | Disease | disease | UC
26715125 | @GENE_ACE2 | Ace2 | 8 | 4 | Gene | gene | ACE2
26715125 | @GENE_TH | Th | 63 | 15 | Gene | gene | thyroid hormone
26715125 | @DISEASE_Cardiomegaly | Cardiomegaly | 87 | 19 | Disease | disease | cardiac hypertrophy
26715125 | @GENE_TH | Th | 120 | 15 | Gene | gene | Thyroid hormone
26715125 | @GENE_TH | Th | 137 | 2 | Gene | gene | TH
26715125 | @DISEASE_Cardiomegaly | Cardiomegaly | 224 | 19 | Disease | disease | cardiac hypertrophy
26715125 | @GENE_REN | Ren | 285 | 5 | Gene | gene | renin
26715125 | @GENE_TH | Th | 380 | 2 | Gene | gene | TH
26715125 | @DISEASE_Hyperthyroidism | Hyperthyroidism | 465 | 12 | Disease | disease | hyperthyroid
26715125 | @GENE_ACE2 | Ace2 | 567 | 36 | Gene | gene | angiotensin-converting enzyme type 2
26715125 | @GENE_ACE2 | Ace2 | 605 | 4 | Gene | gene | ACE2
26715125 | @GENE_ANG | Ang | 629 | 7 | Gene | gene | Ang 1-7
26715125 | @DISEASE_Hyperthyroidism | Hyperthyroidism | 673 | 15 | Disease | disease | hyperthyroidism
26715125 | @DISEASE_Hyperthyroidism | Hyperthyroidism | 756 | 15 | Disease | disease | hyperthyroidism
26715125 | @GENE_ANG | Ang | 783 | 7 | Gene | gene | Ang 1-7
26715125 | @GENE_ACE2 | Ace2 | 792 | 4 | Gene | gene | ACE2
26715125 | @DISEASE_Hyperthyroidism | Hyperthyroidism | 831 | 15 | Disease | disease | Hyperthyroidism
26715125 | @GENE_ANG | Ang | 954 | 7 | Gene | gene | Ang 1-7
26715125 | @DISEASE_Hyperthyroidism | Hyperthyroidism | 987 | 15 | Disease | disease | hyperthyroidism
26715125 | @GENE_ANG | Ang | 1012 | 7 | Gene | gene | Ang 1-7
26715125 | @GENE_TH | Th | 1045 | 2 | Gene | gene | TH
26715125 | @DISEASE_Cardiomegaly | Cardiomegaly | 1056 | 19 | Disease | disease | cardiac hypertrophy
26715125 | @GENE_ACE2 | Ace2 | 1077 | 4 | Gene | gene | ACE2
26715125 | @DISEASE_Hyperthyroidism | Hyperthyroidism | 1144 | 12 | Disease | disease | hyperthyroid
26715125 | @GENE_ANG | Ang | 1206 | 7 | Gene | gene | Ang 1-7
26715125 | @GENE_ANG | Ang | 1287 | 7 | Gene | gene | Ang 1-7
26715125 | @DISEASE_Hyperthyroidism | Hyperthyroidism | 1435 | 15 | Disease | disease | hyperthyroidism
26715125 | @DISEASE_Cardiomegaly | Cardiomegaly | 1491 | 19 | Disease | disease | cardiac hypertrophy
26715125 | @GENE_TH | Th | 1526 | 2 | Gene | gene | TH
27452878 | @CHEMICAL_Hydrocortisone | Hydrocortisone | 14 | 8 | Chemical | chemical | cortisol
27452878 | @DISEASE_Tuberculosis | Tuberculosis | 52 | 12 | Disease | disease | tuberculosis
27452878 | @CHEMICAL_Hydrocortisone | Hydrocortisone | 117 | 8 | Chemical | chemical | cortisol
27452878 | @CHEMICAL_Triiodothyronine | Triiodothyronine | 147 | 2 | Chemical | chemical | T3
27452878 | @DISEASE_Tuberculosis | Tuberculosis | 181 | 12 | Disease | disease | tuberculosis
27452878 | @DISEASE_Tuberculosis | Tuberculosis | 195 | 2 | Disease | disease | TB
27452878 | @DISEASE_Tuberculosis | Tuberculosis | 326 | 2 | Disease | disease | TB
27452878 | @CHEMICAL_Hydrocortisone | Hydrocortisone | 506 | 8 | Chemical | chemical | Cortisol
27452878 | @CHEMICAL_Triiodothyronine | Triiodothyronine | 516 | 2 | Chemical | chemical | T3
27452878 | @DISEASE_Tuberculosis | Tuberculosis | 662 | 2 | Disease | disease | TB
27452878 | @DISEASE_Tuberculosis | Tuberculosis | 778 | 10 | Disease | disease | TB disease
27452878 | @DISEASE_Tuberculosis | Tuberculosis | 863 | 2 | Disease | disease | TB
28363650 | @GENE_CSNK2B | CSNK2B | 27 | 9 | Gene | gene | phosvitin
28363650 | @GENE_CSNK2B | CSNK2B | 84 | 9 | Gene | gene | Phosvitin
28363650 | @GENE_CSNK2B | CSNK2B | 246 | 9 | Gene | gene | phosvitin
28363650 | @CHEMICAL_calcium_phosphate | calcium phosphate | 287 | 17 | Chemical | chemical | calcium phosphate
28363650 | @CHEMICAL_titanium_silicide | titanium silicide | 376 | 2 | Chemical | chemical | T1
28363650 | @CHEMICAL_Phosphates | Phosphates | 447 | 9 | Chemical | chemical | phosphate
28363650 | @GENE_CSNK2B | CSNK2B | 478 | 9 | Gene | gene | phosvitin
28363650 | @GENE_CSNK2B | CSNK2B | 773 | 9 | Gene | gene | phosvitin
28363650 | @GENE_CSNK2B | CSNK2B | 925 | 9 | Gene | gene | phosvitin
28363650 | @GENE_CSNK2B | CSNK2B | 990 | 9 | Gene | gene | phosvitin
28363650 | @GENE_CSNK2B | CSNK2B | 1047 | 9 | Gene | gene | phosvitin
28363650 | @GENE_CSNK2B | CSNK2B | 1120 | 9 | Gene | gene | phosvitin
28363650 | @GENE_CSNK2B | CSNK2B | 1194 | 9 | Gene | gene | phosvitin
28363650 | @GENE_CSNK2B | CSNK2B | 1257 | 9 | Gene | gene | phosvitin
28363650 | @CHEMICAL_Phosphopeptides | Phosphopeptides | 1295 | 15 | Chemical | chemical | phosphopeptides
28363650 | @GENE_CSNK2B | CSNK2B | 1382 | 9 | Gene | gene | phosvitin
28363650 | @CHEMICAL_titanium_silicide | titanium silicide | 1392 | 2 | Chemical | chemical | T1
28363650 | @GENE_CSNK2B | CSNK2B | 1464 | 9 | Gene | gene | phosvitin
28432512 | @DISEASE_Breast_Neoplasms | Breast Neoplasms | 0 | 37 | Disease | disease | Squamous cell carcinoma of the breast
28432512 | @DISEASE_Neoplasms | Neoplasms | 85 | 5 | Disease | disease | tumor
28432512 | @DISEASE_Breast_Neoplasms | Breast Neoplasms | 131 | 33 | Disease | disease | Squamous cell carcinoma of breast
28432512 | @DISEASE_Breast_Neoplasms | Breast Neoplasms | 200 | 14 | Disease | disease | breast cancers
28432512 | @DISEASE_Neoplasms | Neoplasms | 300 | 10 | Disease | disease | malignancy
28432512 | @DISEASE_Neoplasms | Neoplasms | 359 | 6 | Disease | disease | Cancer
28432512 | @DISEASE_Breast_Neoplasms | Breast Neoplasms | 463 | 33 | Disease | disease | squamous cell carcinoma of breast
