38449806 | @GENE_CCR5 | Ccr5 | 0 | 4 | Gene | gene | CCR5
30537729 | @DISEASE_Inflammation | Inflammation | 1733 | 12 | Disease | disease | inflammatory
30537729 | @DISEASE_Pancreatitis | Pancreatitis | 1762 | 18 | Disease | disease | acute pancreatitis
30537729 | @GENE_PIAS3 | Pias3 | 1809 | 5 | Gene | gene | Pias3
30537729 | @GENE_HMGB1 | Hmgb1 | 1837 | 5 | Gene | gene | Hmgb1
30537729 | @GENE_MIR21A | Mir21a | 1887 | 6 | Gene | gene | miR-21
30537729 | @DISEASE_Pancreatitis | Pancreatitis | 1914 | 18 | Disease | disease | acute pancreatitis
30569507 | @GENE_CXCR4 | CXCR4 | 0 | 4 | Gene | gene | LCR1
30569507 | @DISEASE_Carcinoma_Hepatocellular | Carcinoma Hepatocellular | 55 | 12 | Disease | disease | liver cancer
30569507 | @DISEASE_Fibrosis | Fibrosis | 101 | 9 | Disease | disease | cirrhosis
30569507 | @DISEASE_Carcinoma_Hepatocellular | Carcinoma Hepatocellular | 190 | 20 | Disease | disease | primary liver cancer
30569507 | @DISEASE_Fibrosis | Fibrosis | 231 | 9 | Disease | disease | cirrhosis
30569507 | @DISEASE_Carcinoma_Hepatocellular | Carcinoma Hepatocellular | 329 | 12 | Disease | disease | liver cancer
30569507 | @GENE_AFP | AFP | 486 | 3 | Gene | gene | AFP
30569507 | @DISEASE_Fibrosis | Fibrosis | 517 | 9 | Disease | disease | cirrhosis
30569507 | @GENE_CXCR4 | CXCR4 | 683 | 4 | Gene | gene | LCR1
30569507 | @GENE_APOA1 | APOA1 | 748 | 16 | Gene | gene | apolipoproteinA1
30569507 | @GENE_HP | HP | 766 | 11 | Gene | gene | haptoglobin
30569507 | @GENE_LOC102724197 | LOC102724197 | 817 | 27 | Gene | gene | gammaglutamyltranspeptidase
30569507 | @DISEASE_Fibrosis | Fibrosis | 863 | 8 | Disease | disease | fibrosis
30569507 | @GENE_A2M | A2M | 873 | 20 | Gene | gene | alpha2-macroglobulin
30569507 | @GENE_AFP | AFP | 971 | 17 | Gene | gene | alpha-fetoprotein
30569507 | @DISEASE_Fibrosis | Fibrosis | 1039 | 9 | Disease | disease | cirrhosis
30569507 | @GENE_CXCR4 | CXCR4 | 1097 | 4 | Gene | gene | LCR1
30569507 | @GENE_CXCR4 | CXCR4 | 1233 | 4 | Gene | gene | LCR1
30569507 | @DISEASE_Neoplasms | Neoplasms | 1258 | 7 | Disease | disease | cancers
30569507 | @DISEASE_Fibrosis | Fibrosis | 1276 | 9 | Disease | disease | cirrhosis
30569507 | @DISEASE_Fibrosis | Fibrosis | 1298 | 9 | Disease | disease | cirrhosis
30569507 | @DISEASE_Neoplasms | Neoplasms | 1365 | 6 | Disease | disease | cancer
30569507 | @DISEASE_Neoplasms | Neoplasms | 1470 | 7 | Disease | disease | cancers
30569507 | @DISEASE_Fibrosis | Fibrosis | 1486 | 9 | Disease | disease | cirrhosis
30569507 | @DISEASE_Neoplasms | Neoplasms | 1555 | 7 | Disease | disease | cancers
30569507 | @DISEASE_Neoplasms | Neoplasms | 1633 | 6 | Disease | disease | cancer
30569507 | @DISEASE_Neoplasms | Neoplasms | 1756 | 7 | Disease | disease | cancers
30569507 | @DISEASE_Fibrosis | Fibrosis | 1772 | 9 | Disease | disease | cirrhosis
30569507 | @DISEASE_Liver_Diseases | Liver Diseases | 1814 | 21 | Disease | disease | chronic liver disease
30569507 | @GENE_CXCR4 | CXCR4 | 1840 | 4 | Gene | gene | LCR1
30569507 | @DISEASE_Carcinoma_Hepatocellular | Carcinoma Hepatocellular | 1895 | 12 | Disease | disease | liver cancer
30569507 | @DISEASE_Fibrosis | Fibrosis | 1936 | 9 | Disease | disease | cirrhosis
30630513 | @GENE_STAT3 | Stat3 | 31 | 5 | Gene | gene | STAT3
30630513 | @DISEASE_Arthritis | Arthritis | 45 | 20 | Disease | disease | peripheral arthritis
30630513 | @DISEASE_Inflammation | Inflammation | 70 | 16 | Disease | disease | gut inflammation
30630513 | @GENE_STAT3 | Stat3 | 134 | 5 | Gene | gene | STAT3
30630513 | @DISEASE_Spondylitis_Ankylosing | Spondylitis Ankylosing | 170 | 17 | Disease | disease | spondyloarthritis
30630513 | @DISEASE_Spondylitis_Ankylosing | Spondylitis Ankylosing | 201 | 17 | Disease | disease | Spondyloarthritis
30630513 | @DISEASE_Spondylitis_Ankylosing | Spondylitis Ankylosing | 220 | 3 | Disease | disease | SpA
30630513 | @DISEASE_Arthritis | Arthritis | 228 | 30 | Disease | disease | chronic inflammatory arthritis
30630513 | @GENE_IL17A | Il17a | 264 | 19 | Gene | gene | interleukin (IL)-17
30630513 | @DISEASE_Spondylitis_Ankylosing | Spondylitis Ankylosing | 298 | 3 | Disease | disease | SpA
30630513 | @GENE_IL17A | Il17a | 363 | 5 | Gene | gene | IL-17
30630513 | @GENE_STAT3 | Stat3 | 386 | 57 | Gene | gene | Signal transducer and activator of transcription (STAT)-3
30630513 | @GENE_STAT3 | Stat3 | 554 | 5 | Gene | gene | STAT3
30630513 | @GENE_PIAS3 | Pias3 | 561 | 5 | Gene | gene | PIAS3
30630513 | @DISEASE_Spondylitis_Ankylosing | Spondylitis Ankylosing | 571 | 3 | Disease | disease | SpA
30630513 | @CHEMICAL_curdlan | curdlan | 589 | 7 | Chemical | chemical | Curdlan
30630513 | @DISEASE_Spondylitis_Ankylosing | Spondylitis Ankylosing | 640 | 3 | Disease | disease | SpA
30630513 | @GENE_PIAS3 | Pias3 | 668 | 5 | Gene | gene | PIAS3
30630513 | @GENE_IL17A | Il17a | 818 | 5 | Gene | gene | IL-17
30630513 | @GENE_TNF | Tnf | 825 | 27 | Gene | gene | tumor necrosis factor-alpha
30630513 | @GENE_TNF | Tnf | 854 | 9 | Gene | gene | TNF-alpha
30630513 | @GENE_STAT3 | Stat3 | 866 | 5 | Gene | gene | STAT3
30630513 | @GENE_PIAS3 | Pias3 | 1015 | 5 | Gene | gene | PIAS3
30630513 | @GENE_PIAS3 | Pias3 | 1088 | 5 | Gene | gene | PIAS3
30630513 | @GENE_IL17A | Il17a | 1141 | 5 | Gene | gene | IL-17
30630513 | @GENE_TNF | Tnf | 1148 | 9 | Gene | gene | TNF-alpha
30630513 | @GENE_STAT3 | Stat3 | 1163 | 5 | Gene | gene | STAT3
30630513 | @GENE_BMP2 | Bmp2 | 1197 | 7 | Gene | gene | BMP-2/4
30630513 | @GENE_PIAS3 | Pias3 | 1243 | 5 | Gene | gene | PIAS3
30630513 | @GENE_PIAS3 | Pias3 | 1389 | 5 | Gene | gene | PIAS3
30630513 | @GENE_PIAS3 | Pias3 | 1421 | 5 | Gene | gene | PIAS3
30630513 | @DISEASE_Spondylitis_Ankylosing | Spondylitis Ankylosing | 1463 | 3 | Disease | disease | SpA
30630513 | @DISEASE_Arthritis | Arthritis | 1479 | 20 | Disease | disease | peripheral arthritis
30630513 | @DISEASE_Inflammation | Inflammation | 1504 | 16 | Disease | disease | gut inflammation
30630513 | @DISEASE_Cytokine_Release_Syndrome | Cytokine Release Syndrome | 1526 | 22 | Disease | disease | inflammatory cytokines
30630513 | @GENE_PIAS3 | Pias3 | 1598 | 5 | Gene | gene | PIAS3
30630513 | @GENE_PIAS3 | Pias3 | 1655 | 5 | Gene | gene | PIAS3
30630513 | @GENE_PIAS3 | Pias3 | 1703 | 5 | Gene | gene | PIAS3
30630513 | @DISEASE_Spondylitis_Ankylosing | Spondylitis Ankylosing | 1758 | 4 | Disease | disease | SpA.
30634511 | @DISEASE_Crohn_Disease | Crohn Disease | 0 | 15 | Disease | disease | Crohn's Disease
30634511 | @DISEASE_Crohn_Disease | Crohn Disease | 139 | 15 | Disease | disease | Crohn's disease
30634511 | @DISEASE_Crohn_Disease | Crohn Disease | 156 | 2 | Disease | disease | CD
30634511 | @DISEASE_Inflammation | Inflammation | 364 | 12 | Disease | disease | inflammatory
30634511 | @DISEASE_Inflammation | Inflammation | 429 | 12 | Disease | disease | inflammation
30634511 | @DISEASE_Escherichia_coli_Infections | Escherichia coli Infections | 745 | 14 | Disease | disease | AIEC infection
30634511 | @GENE_MIR18A | MIR18A | 1070 | 17 | Gene | gene | microRNA (miR)-18
30634511 | @GENE_PIAS3 | PIAS3 | 1103 | 5 | Gene | gene | PIAS3
30634511 | @GENE_UBE2I | UBE2I | 1326 | 4 | Gene | gene | UBC9
30634511 | @DISEASE_Inflammation | Inflammation | 1481 | 12 | Disease | disease | inflammation
30634511 | @GENE_MIR18A | MIR18A | 1522 | 6 | Gene | gene | miR-18
30746772 | @DISEASE_Carcinoma_Hepatocellular | Carcinoma Hepatocellular | 45 | 12 | Disease | disease | liver cancer
31208233 | @DISEASE_Adrenal_Gland_Neoplasms | Adrenal Gland Neoplasms | 67 | 7 | Disease | disease | adrenal
31208233 | @DISEASE_Neoplasms | Neoplasms | 334 | 10 | Disease | disease | malignancy
31208233 | @DISEASE_Adrenal_Gland_Neoplasms | Adrenal Gland Neoplasms | 411 | 7 | Disease | disease | adrenal
31208233 | @DISEASE_Carney_Complex | Carney Complex | 863 | 14 | Disease | disease | Carney complex
31208233 | @DISEASE_Adrenal_Gland_Neoplasms | Adrenal Gland Neoplasms | 1275 | 7 | Disease | disease | adrenal
31208233 | @DISEASE_Adrenal_Gland_Neoplasms | Adrenal Gland Neoplasms | 1607 | 7 | Disease | disease | adrenal
31373534 | @GENE_BECN1 | Becn1 | 80 | 5 | Gene | gene | BECN1
31373534 | @GENE_SENP3 | Senp3 | 89 | 5 | Gene | gene | SENP3
31373534 | @GENE_SUMO2 | Sumo2 | 233 | 7 | Gene | gene | SUMO2/3
31373534 | @GENE_SENP3 | Senp3 | 260 | 5 | Gene | gene | SENP3
31373534 | @GENE_SENP3 | Senp3 | 406 | 5 | Gene | gene | Senp3
31373534 | @GENE_SENP3 | Senp3 | 507 | 5 | Gene | gene | Senp3
31373534 | @GENE_SENP3 | Senp3 | 554 | 5 | Gene | gene | senp3
31373534 | @GENE_SENP3 | Senp3 | 582 | 5 | Gene | gene | Senp3
31373534 | @GENE_SENP3 | Senp3 | 735 | 5 | Gene | gene | SENP3
31373534 | @GENE_BECN1 | Becn1 | 869 | 5 | Gene | gene | BECN1
31373534 | @GENE_BECN1 | Becn1 | 875 | 8 | Gene | gene | beclin 1
31373534 | @GENE_BECN1 | Becn1 | 910 | 5 | Gene | gene | BECN1
31373534 | @GENE_PIK3C3 | Pik3c3 | 916 | 6 | Gene | gene | PIK3C3
31373534 | @GENE_SUMO3 | Sumo3 | 941 | 5 | Gene | gene | SUMO3
31373534 | @GENE_PIAS3 | Pias3 | 961 | 5 | Gene | gene | PIAS3
31373534 | @GENE_SENP3 | Senp3 | 1009 | 5 | Gene | gene | SENP3
31373534 | @GENE_BECN1 | Becn1 | 1041 | 5 | Gene | gene | BECN1
31373534 | @GENE_BECN1 | Becn1 | 1142 | 5 | Gene | gene | BECN1
31373534 | @GENE_UVRAG | Uvrag | 1190 | 5 | Gene | gene | UVRAG
31373534 | @GENE_PIK3C3 | Pik3c3 | 1197 | 6 | Gene | gene | PIK3C3
31373534 | @GENE_ATG14 | Atg14 | 1208 | 5 | Gene | gene | ATG14
31373534 | @GENE_PIK3C3 | Pik3c3 | 1230 | 6 | Gene | gene | PIK3C3
31373534 | @GENE_SENP3 | Senp3 | 1260 | 5 | Gene | gene | SENP3
31373534 | @GENE_BECN1 | Becn1 | 1279 | 5 | Gene | gene | BECN1
31373534 | @GENE_BECN1 | Becn1 | 1301 | 5 | Gene | gene | BECN1
31373534 | @GENE_PIK3C3 | Pik3c3 | 1307 | 6 | Gene | gene | PIK3C3
31373534 | @GENE_PIK3C3 | Pik3c3 | 1361 | 6 | Gene | gene | PIK3C3
31373534 | @GENE_BECN1 | Becn1 | 1395 | 5 | Gene | gene | BECN1
31373534 | @GENE_SENP3 | Senp3 | 1491 | 5 | Gene | gene | SENP3
31373534 | @CHEMICAL_Reactive_Oxygen_Species | Reactive Oxygen Species | 1556 | 23 | Chemical | chemical | reactive oxygen species
31373534 | @GENE_SENP3 | Senp3 | 1651 | 5 | Gene | gene | SENP3
31373534 | @GENE_LHX2 | Lhx2 | 1764 | 2 | Gene | gene | AP
31373534 | @GENE_ATG14 | Atg14 | 1807 | 5 | Gene | gene | ATG14
31373534 | @GENE_ATG14 | Atg14 | 1814 | 20 | Gene | gene | autophagy related 14
31373534 | @GENE_BECN1 | Becn1 | 1836 | 5 | Gene | gene | BECN1
31373534 | @GENE_BECN1 | Becn1 | 1843 | 8 | Gene | gene | beclin 1
31373534 | @CHEMICAL_5_chloroquinoxaline_2_sulfanilamide | 5-chloroquinoxaline-2-sulfanilamide | 1930 | 2 | Chemical | chemical | CQ
31373534 | @CHEMICAL_Chloroquine | Chloroquine | 1934 | 11 | Chemical | chemical | chloroquine
31373534 | @GENE_MAP1LC3B | Map1lc3b | 2017 | 7 | Gene | gene | MAP1LC3
31373534 | @GENE_MAP1LC3A | Map1lc3a | 2025 | 3 | Gene | gene | LC3
31373534 | @GENE_MTOR | Mtor | 2078 | 4 | Gene | gene | MTOR
31373534 | @CHEMICAL_Acetylcysteine | Acetylcysteine | 2124 | 3 | Chemical | chemical | NAC
31373534 | @CHEMICAL_Acetylcysteine | Acetylcysteine | 2129 | 19 | Chemical | chemical | N-acetyl-L-cysteine
31373534 | @GENE_PIK3C3 | Pik3c3 | 2150 | 6 | Gene | gene | PIK3C3
31373534 | @GENE_PIK3C3 | Pik3c3 | 2158 | 54 | Gene | gene | phosphatidylinositol 3-kinase catalytic subunit type 3
31373534 | @CHEMICAL_Reactive_Oxygen_Species | Reactive Oxygen Species | 2282 | 3 | Chemical | chemical | ROS
31373534 | @CHEMICAL_Reactive_Oxygen_Species | Reactive Oxygen Species | 2287 | 23 | Chemical | chemical | reactive oxygen species
31373534 | @GENE_RUBCN | Rubcn | 2312 | 5 | Gene | gene | RUBCN
31373534 | @GENE_RUBCN | Rubcn | 2318 | 7 | Gene | gene | rubicon
31373534 | @GENE_BECN1 | Becn1 | 2375 | 5 | Gene | gene | BECN1
31373534 | @GENE_SENP3 | Senp3 | 2402 | 5 | Gene | gene | SENP3
31373534 | @GENE_SQSTM1 | Sqstm1 | 2492 | 6 | Gene | gene | SQSTM1
31373534 | @GENE_SQSTM1 | Sqstm1 | 2500 | 14 | Gene | gene | sequestosome 1
31373534 | @GENE_UVRAG | Uvrag | 2553 | 5 | Gene | gene | UVRAG
32231468 | @CHEMICAL_tabersonine | tabersonine | 32 | 11 | Chemical | chemical | Tabersonine
32231468 | @GENE_STAT3 | Stat3 | 55 | 5 | Gene | gene | STAT3
32231468 | @DISEASE_Atherosclerosis | Atherosclerosis | 68 | 15 | Disease | disease | Atherosclerosis
32231468 | @GENE_APOE | Apoe | 87 | 16 | Gene | gene | Apolipoprotein E
32231468 | @DISEASE_Atherosclerosis | Atherosclerosis | 131 | 15 | Disease | disease | Atherosclerosis
32231468 | @DISEASE_Cardiovascular_Diseases | Cardiovascular Diseases | 223 | 24 | Disease | disease | cardiovascular disorders
32231468 | @DISEASE_Atherosclerosis | Atherosclerosis | 263 | 15 | Disease | disease | atherosclerosis
32231468 | @CHEMICAL_tabersonine | tabersonine | 418 | 11 | Chemical | chemical | tabersonine
32231468 | @DISEASE_Atherosclerosis | Atherosclerosis | 438 | 15 | Disease | disease | atherosclerosis
32231468 | @DISEASE_Atherosclerosis | Atherosclerosis | 511 | 15 | Disease | disease | Atherosclerosis
32231468 | @GENE_APOE | Apoe | 550 | 16 | Gene | gene | apolipoprotein E
32231468 | @GENE_APOE | Apoe | 568 | 4 | Gene | gene | ApoE
32231468 | @CHEMICAL_tabersonine | tabersonine | 647 | 11 | Chemical | chemical | tabersonine
32231468 | @DISEASE_Atherosclerosis | Atherosclerosis | 716 | 15 | Disease | disease | Atherosclerosis
32231468 | @CHEMICAL_Nitric_Oxide | Nitric Oxide | 744 | 12 | Chemical | chemical | nitric oxide
32231468 | @GENE_APOE | Apoe | 786 | 4 | Gene | gene | ApoE
32231468 | @DISEASE_Inflammation | Inflammation | 820 | 12 | Disease | disease | inflammation
32231468 | @CHEMICAL_tabersonine | tabersonine | 1117 | 11 | Chemical | chemical | tabersonine
32231468 | @CHEMICAL_Lipids | Lipids | 1162 | 5 | Chemical | chemical | lipid
32231468 | @GENE_APOE | Apoe | 1221 | 4 | Gene | gene | ApoE
32231468 | @CHEMICAL_tabersonine | tabersonine | 1243 | 11 | Chemical | chemical | Tabersonine
32231468 | @CHEMICAL_Nitric_Oxide | Nitric Oxide | 1295 | 12 | Chemical | chemical | nitric oxide
32231468 | @GENE_APOE | Apoe | 1358 | 4 | Gene | gene | ApoE
32231468 | @GENE_PIAS3 | Pias3 | 1403 | 34 | Gene | gene | protein inhibitor activated STAT-3
32231468 | @GENE_PIAS3 | Pias3 | 1439 | 5 | Gene | gene | PIAS3
32231468 | @GENE_STAT3 | Stat3 | 1447 | 50 | Gene | gene | signal transducer and activator of transcription-3
32231468 | @GENE_STAT3 | Stat3 | 1499 | 6 | Gene | gene | STAT-3
32231468 | @GENE_NFKBIA | Nfkbia | 1512 | 83 | Gene | gene | nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, alpha
32231468 | @GENE_NFKBIA | Nfkbia | 1597 | 8 | Gene | gene | IkBalpha
32231468 | @GENE_APOE | Apoe | 1610 | 4 | Gene | gene | ApoE
32231468 | @CHEMICAL_tabersonine | tabersonine | 1650 | 11 | Chemical | chemical | tabersonine
32231468 | @GENE_CREB1 | Creb1 | 1683 | 29 | Gene | gene | cAMP-response-element-binding
32231468 | @GENE_CREB1 | Creb1 | 1714 | 4 | Gene | gene | CREB
32231468 | @CHEMICAL_tabersonine | tabersonine | 1764 | 11 | Chemical | chemical | tabersonine
32231468 | @GENE_APOE | Apoe | 1810 | 4 | Gene | gene | ApoE
32231468 | @CHEMICAL_tabersonine | tabersonine | 1863 | 11 | Chemical | chemical | tabersonine
32231468 | @GENE_STAT3 | Stat3 | 1905 | 6 | Gene | gene | STAT-3
32231468 | @DISEASE_Atherosclerosis | Atherosclerosis | 1942 | 15 | Disease | disease | atherosclerotic
32231468 | @GENE_APOE | Apoe | 1958 | 4 | Gene | gene | ApoE
32398867 | @DISEASE_Neoplasms | Neoplasms | 0 | 6 | Disease | disease | Cancer
32398867 | @GENE_MIR181A_2 | Mir181a-2 | 33 | 8 | Gene | gene | miR-181a
32398867 | @GENE_SOCS3 | SOCS3 | 108 | 5 | Gene | gene | SOCS3
32398867 | @GENE_PIAS3 | PIAS3 | 118 | 5 | Gene | gene | PIAS3
32398867 | @DISEASE_Breast_Neoplasms | Breast Neoplasms | 140 | 13 | Disease | disease | breast cancer
32398867 | @DISEASE_Breast_Neoplasms | Breast Neoplasms | 261 | 13 | Disease | disease | breast cancer
32398867 | @GENE_IL6 | IL6 | 285 | 4 | Gene | gene | IL-6
32398867 | @GENE_SOCS3 | SOCS3 | 336 | 5 | Gene | gene | SOCS3
32398867 | @DISEASE_Neoplasms | Neoplasms | 569 | 6 | Disease | disease | cancer
32398867 | @GENE_MIR181A_2 | Mir181a-2 | 716 | 8 | Gene | gene | miR-181a
32398867 | @GENE_SOCS3 | SOCS3 | 800 | 5 | Gene | gene | SOCS3
32398867 | @GENE_MIR181A_2 | Mir181a-2 | 975 | 8 | Gene | gene | miR-181a
32398867 | @DISEASE_Neoplasms | Neoplasms | 997 | 5 | Disease | disease | tumor
32398867 | @GENE_MIR181A_2 | Mir181a-2 | 1085 | 8 | Gene | gene | miR-181a
32398867 | @GENE_SOCS3 | Socs3 | 1149 | 5 | Gene | gene | SOCS3
32398867 | @GENE_PIAS3 | PIAS3 | 1159 | 5 | Gene | gene | PIAS3
32398867 | @GENE_MIR181A_2 | Mir181a-2 | 1273 | 8 | Gene | gene | miR-181a
32398867 | @DISEASE_Neoplasms | Neoplasms | 1309 | 5 | Disease | disease | tumor
32398867 | @DISEASE_Neoplasms | Neoplasms | 1481 | 5 | Disease | disease | tumor
32398867 | @GENE_MIR181A_2 | Mir181a-2 | 1513 | 8 | Gene | gene | miR-181a
32398867 | @GENE_SOCS3 | Socs3 | 1577 | 5 | Gene | gene | SOCS3
32398867 | @GENE_PIAS3 | PIAS3 | 1587 | 5 | Gene | gene | PIAS3
32398867 | @DISEASE_Breast_Neoplasms | Breast Neoplasms | 1712 | 13 | Disease | disease | breast cancer
32415173 | @GENE_ROR2 | ROR2 | 0 | 4 | Gene | gene | ROR2
32415173 | @DISEASE_Prostatic_Neoplasms | Prostatic Neoplasms | 16 | 29 | Disease | disease | metastasis of prostate cancer
32415173 | @GENE_PIAS3 | PIAS3 | 76 | 5 | Gene | gene | PIAS3
32415173 | @GENE_AKT2 | AKT2 | 82 | 4 | Gene | gene | AKT2
32415173 | @DISEASE_Prostatic_Neoplasms | Prostatic Neoplasms | 150 | 15 | Disease | disease | prostate cancer
32415173 | @DISEASE_Prostatic_Neoplasms | Prostatic Neoplasms | 167 | 3 | Disease | disease | PCa
32415173 | @GENE_ROR2 | ROR2 | 173 | 47 | Gene | gene | Receptor tyrosine kinase-like orphan receptor 2
32415173 | @GENE_ROR2 | ROR2 | 222 | 4 | Gene | gene | ROR2
32415173 | @GENE_FZD5 | FZD5 | 244 | 12 | Gene | gene | Wnt receptor
32415173 | @GENE_ROR2 | ROR2 | 365 | 4 | Gene | gene | ROR2
32415173 | @DISEASE_Prostatic_Neoplasms | Prostatic Neoplasms | 373 | 14 | Disease | disease | PCa metastasis
32415173 | @GENE_ROR2 | ROR2 | 526 | 4 | Gene | gene | ROR2
32415173 | @DISEASE_Prostatic_Neoplasms | Prostatic Neoplasms | 571 | 3 | Disease | disease | PCa
32415173 | @GENE_ROR2 | ROR2 | 595 | 4 | Gene | gene | ROR2
32415173 | @DISEASE_Prostatic_Neoplasms | Prostatic Neoplasms | 636 | 3 | Disease | disease | PCa
32415173 | @GENE_ROR2 | ROR2 | 876 | 4 | Gene | gene | ROR2
32415173 | @DISEASE_Prostatic_Neoplasms | Prostatic Neoplasms | 936 | 3 | Disease | disease | PCa
32415173 | @GENE_ROR2 | ROR2 | 974 | 4 | Gene | gene | ROR2
32415173 | @GENE_ROR2 | ROR2 | 1015 | 4 | Gene | gene | ROR2
32415173 | @DISEASE_Prostatic_Neoplasms | Prostatic Neoplasms | 1046 | 3 | Disease | disease | PCa
32415173 | @GENE_ROR2 | ROR2 | 1235 | 4 | Gene | gene | ROR2
32415173 | @GENE_PIAS3 | PIAS3 | 1324 | 5 | Gene | gene | PIAS3
32415173 | @GENE_PIAS3 | PIAS3 | 1351 | 5 | Gene | gene | PIAS3
32415173 | @GENE_AKT2 | AKT2 | 1372 | 4 | Gene | gene | AKT2
32415173 | @GENE_AKT1 | AKT1 | 1404 | 3 | Gene | gene | AKT
32415173 | @DISEASE_Prostatic_Neoplasms | Prostatic Neoplasms | 1466 | 3 | Disease | disease | PCa
32415173 | @GENE_ROR2 | ROR2 | 1635 | 4 | Gene | gene | ROR2
32415173 | @DISEASE_Prostatitis | Prostatitis | 1668 | 15 | Disease | disease | prostate tumors
32415173 | @DISEASE_Neoplasms | Neoplasms | 1709 | 6 | Disease | disease | tumors
32415173 | @GENE_ROR2 | ROR2 | 1766 | 4 | Gene | gene | ROR2
32415173 | @DISEASE_Prostatic_Neoplasms | Prostatic Neoplasms | 1831 | 3 | Disease | disease | PCa
32415173 | @GENE_ROR2 | ROR2 | 1879 | 4 | Gene | gene | ROR2
32415173 | @DISEASE_Prostatic_Neoplasms | Prostatic Neoplasms | 1895 | 14 | Disease | disease | PCa metastasis
32415173 | @GENE_PIAS3 | PIAS3 | 1928 | 5 | Gene | gene | PIAS3
32415173 | @GENE_AKT2 | AKT2 | 1939 | 4 | Gene | gene | AKT2
33327748 | @GENE_CXCR4 | Cxcr4 | 0 | 5 | Gene | gene | CXCR4
33327748 | @DISEASE_Vascular_System_Injuries | Vascular System Injuries | 81 | 18 | Disease | disease | Endothelial Injury
33327748 | @DISEASE_Atherosclerosis | Atherosclerosis | 110 | 15 | Disease | disease | Atherosclerosis
33327748 | @GENE_CXCL2 | Cxcl2 | 153 | 33 | Gene | gene | macrophage inflammatory protein 2
33327748 | @DISEASE_Atherosclerosis | Atherosclerosis | 376 | 23 | Disease | disease | atherosclerotic lesions
33327748 | @DISEASE_Atherosclerosis | Atherosclerosis | 549 | 15 | Disease | disease | atherosclerosis
33327748 | @DISEASE_Atherosclerosis | Atherosclerosis | 736 | 15 | Disease | disease | atherosclerosis
33327748 | @GENE_CXCR4 | Cxcr4 | 1334 | 5 | Gene | gene | CXCR4
33327748 | @GENE_CXCR4 | Cxcr4 | 1399 | 5 | Gene | gene | CXCR4
33327748 | @GENE_CXCR4 | Cxcr4 | 1406 | 5 | Gene | gene | CXCR4
33327748 | @GENE_CXCR4 | Cxcr4 | 1449 | 5 | Gene | gene | CXCR4
33327748 | @GENE_CXCR4 | Cxcr4 | 1546 | 5 | Gene | gene | CXCR4
33327748 | @GENE_CXCR4 | Cxcr4 | 1612 | 5 | Gene | gene | CXCR4
33327748 | @DISEASE_Vascular_System_Injuries | Vascular System Injuries | 1846 | 18 | Disease | disease | Endothelial injury
33327748 | @GENE_CXCR4 | Cxcr4 | 1896 | 5 | Gene | gene | CXCR4
33327748 | @GENE_CXCR4 | Cxcr4 | 2077 | 5 | Gene | gene | CXCR4
33376963 | @CHEMICAL_Water | Water | 16 | 5 | Chemical | chemical | Water
33376963 | @GENE_CXCR4 | CXCR4 | 30 | 8 | Gene | gene | CXCR4QTY
33376963 | @GENE_CCR5 | CCR5 | 43 | 7 | Gene | gene | CCR5QTY
33376963 | @GENE_CCR5 | CCR5 | 918 | 4 | Gene | gene | CCR5
33376963 | @GENE_CCR5 | CCR5 | 1088 | 4 | Gene | gene | CCR5
33376963 | @GENE_CXCR4 | CXCR4 | 1097 | 5 | Gene | gene | CXCR4
33478139 | @GENE_CD4 | CD4 | 67 | 3 | Gene | gene | CD4
33478139 | @GENE_ERVK_6 | ERVK-6 | 225 | 16 | Gene | gene | envelope protein
33478139 | @GENE_ERVK_6 | ERVK-6 | 243 | 3 | Gene | gene | Env
33478139 | @GENE_CD4 | CD4 | 282 | 3 | Gene | gene | CD4
33478139 | @GENE_CCR5 | CCR5 | 302 | 4 | Gene | gene | CCR5
33478139 | @GENE_CXCR4 | CXCR4 | 310 | 5 | Gene | gene | CXCR4
