36232721 | @DISEASE_Liver_Failure | Liver Failure | 9 | 21 | Disease | disease | and Liver Homeostasis
34421919 | @CHEMICAL_Imiquimod | Imiquimod | 1035 | 3 | Chemical | chemical | IMQ
34421919 | @CHEMICAL_Imiquimod | Imiquimod | 1095 | 3 | Chemical | chemical | IMQ
34421919 | @DISEASE_Inflammation | Inflammation | 1125 | 22 | Disease | disease | psoriatic inflammation
34421919 | @GENE_C1QBP | C1qbp | 1165 | 3 | Gene | gene | p32
34421919 | @GENE_C1QBP | C1qbp | 1169 | 5 | Gene | gene | C1qbp
34421919 | @DISEASE_Psoriasis | Psoriasis | 1221 | 9 | Disease | disease | psoriasis
34690714 | @DISEASE_Depressive_Disorder | Depressive Disorder | 9 | 10 | Disease | disease | Depression
34690714 | @DISEASE_Depressive_Disorder | Depressive Disorder | 106 | 10 | Disease | disease | Depression
34690714 | @DISEASE_Mental_Disorders | Mental Disorders | 128 | 25 | Disease | disease | neuropsychiatric disorder
34690714 | @DISEASE_Depressive_Disorder | Depressive Disorder | 328 | 10 | Disease | disease | depression
34690714 | @DISEASE_Depressive_Disorder | Depressive Disorder | 426 | 10 | Disease | disease | depression
34690714 | @DISEASE_Depressive_Disorder | Depressive Disorder | 622 | 10 | Disease | disease | depression
34690714 | @DISEASE_Depressive_Disorder | Depressive Disorder | 693 | 10 | Disease | disease | depression
34690714 | @DISEASE_Depressive_Disorder | Depressive Disorder | 1015 | 10 | Disease | disease | depression
34690714 | @DISEASE_Depressive_Disorder | Depressive Disorder | 1062 | 10 | Disease | disease | depression
34690714 | @DISEASE_Mental_Disorders | Mental Disorders | 1252 | 26 | Disease | disease | neuropsychiatric disorders
34690714 | @DISEASE_Depressive_Disorder | Depressive Disorder | 1438 | 10 | Disease | disease | depression
34690714 | @CHEMICAL_Sucrose | Sucrose | 1491 | 7 | Chemical | chemical | sucrose
34690714 | @DISEASE_Anxiety | Anxiety | 1754 | 7 | Disease | disease | anxiety
34690714 | @DISEASE_Depressive_Disorder | Depressive Disorder | 1821 | 10 | Disease | disease | depression
34690714 | @DISEASE_Mental_Disorders | Mental Disorders | 1857 | 26 | Disease | disease | neuropsychiatric disorders
34690714 | @DISEASE_Anxiety | Anxiety | 1940 | 7 | Disease | disease | anxiety
34690714 | @DISEASE_Anxiety | Anxiety | 2022 | 7 | Disease | disease | anxiety
34690714 | @DISEASE_Depressive_Disorder | Depressive Disorder | 2198 | 10 | Disease | disease | depression
34690714 | @DISEASE_Kuskokwim_disease | Kuskokwim disease | 2288 | 21 | Disease | disease | neuropsychiatric-like
34711805 | @GENE_C1QBP | C1QBP | 0 | 3 | Gene | gene | p32
34711805 | @DISEASE_Melanoma | Melanoma | 13 | 8 | Disease | disease | melanoma
34711805 | @DISEASE_Neoplasm_Metastasis | Neoplasm Metastasis | 38 | 10 | Disease | disease | metastasis
34711805 | @GENE_AKT1 | AKT1 | 75 | 3 | Gene | gene | Akt
34711805 | @GENE_AKT1 | AKT1 | 79 | 3 | Gene | gene | PKB
34711805 | @DISEASE_Neoplasms | Neoplasms | 96 | 5 | Disease | disease | tumor
34711805 | @DISEASE_Melanoma | Melanoma | 120 | 8 | Disease | disease | Melanoma
34711805 | @CHEMICAL_Melanins | Melanins | 145 | 7 | Chemical | chemical | melanin
34711805 | @DISEASE_Melanoma | Melanoma | 189 | 8 | Disease | disease | Melanoma
34711805 | @DISEASE_Neoplasm_Metastasis | Neoplasm Metastasis | 288 | 10 | Disease | disease | metastasis
34711805 | @DISEASE_Calcinosis_Cutis | Calcinosis Cutis | 442 | 10 | Disease | disease | metastatic
34711805 | @DISEASE_Melanoma | Melanoma | 453 | 8 | Disease | disease | melanoma
34711805 | @GENE_C1QBP | C1QBP | 540 | 3 | Gene | gene | p32
34711805 | @GENE_C1QBP | C1QBP | 655 | 3 | Gene | gene | p32
34711805 | @DISEASE_Melanoma | Melanoma | 662 | 8 | Disease | disease | melanoma
34711805 | @DISEASE_Neoplasm_Metastasis | Neoplasm Metastasis | 687 | 10 | Disease | disease | metastasis
34711805 | @GENE_C1QBP | C1QBP | 751 | 3 | Gene | gene | p32
34711805 | @DISEASE_Neoplasms | Neoplasms | 762 | 10 | Disease | disease | malignancy
34711805 | @DISEASE_Melanoma | Melanoma | 798 | 8 | Disease | disease | melanoma
34711805 | @GENE_C1QBP | C1qbp | 808 | 3 | Gene | gene | p32
34711805 | @DISEASE_Melanoma | Melanoma | 903 | 8 | Disease | disease | melanoma
34711805 | @GENE_C1QBP | C1QBP | 932 | 3 | Gene | gene | p32
34711805 | @DISEASE_Carcinogenesis | Carcinogenesis | 954 | 13 | Disease | disease | tumorigenesis
34711805 | @GENE_C1QBP | C1QBP | 1030 | 3 | Gene | gene | p32
34711805 | @DISEASE_Calcinosis_Cutis | Calcinosis Cutis | 1060 | 10 | Disease | disease | metastatic
34711805 | @GENE_AKT1 | AKT1 | 1094 | 3 | Gene | gene | Akt
34711805 | @GENE_AKT1 | AKT1 | 1098 | 3 | Gene | gene | PKB
34711805 | @DISEASE_Melanoma | Melanoma | 1145 | 8 | Disease | disease | melanoma
34711805 | @GENE_C1QBP | C1QBP | 1168 | 3 | Gene | gene | p32
34711805 | @DISEASE_Melanoma | Melanoma | 1193 | 14 | Disease | disease | melanoma tumor
34711805 | @DISEASE_Neoplasm_Metastasis | Neoplasm Metastasis | 1224 | 15 | Disease | disease | lung metastasis
34711805 | @DISEASE_Neoplasms | Neoplasms | 1264 | 5 | Disease | disease | tumor
34711805 | @GENE_C1QBP | C1QBP | 1415 | 3 | Gene | gene | p32
34711805 | @DISEASE_Melanoma | Melanoma | 1426 | 8 | Disease | disease | melanoma
34711805 | @DISEASE_Neoplasm_Metastasis | Neoplasm Metastasis | 1448 | 10 | Disease | disease | metastasis
34711805 | @DISEASE_Neoplasms | Neoplasms | 1478 | 5 | Disease | disease | tumor
34711805 | @GENE_C1QBP | C1QBP | 1502 | 3 | Gene | gene | p32
34711805 | @DISEASE_Melanoma | Melanoma | 1575 | 8 | Disease | disease | melanoma
34711805 | @DISEASE_Neoplasm_Metastasis | Neoplasm Metastasis | 1600 | 10 | Disease | disease | metastasis
34725364 | @DISEASE_Movement_Disorders | Movement Disorders | 518 | 18 | Disease | disease | movement disorders
34725364 | @DISEASE_Parkinson_Disease | Parkinson Disease | 545 | 37 | Disease | disease | Parkinson's and Huntington's diseases
34725364 | @DISEASE_Gait_Disorders_Neurologic | Gait Disorders Neurologic | 587 | 28 | Disease | disease | motor and gait abnormalities
34725364 | @DISEASE_Mental_Disorders | Mental Disorders | 619 | 26 | Disease | disease | neuropsychiatric disorders
34725364 | @DISEASE_Mental_Disorders | Mental Disorders | 1839 | 26 | Disease | disease | neuropsychiatric disorders
34938155 | @CHEMICAL_Polychlorinated_Biphenyls | Polychlorinated Biphenyls | 43 | 24 | Chemical | chemical | Polychlorinated Biphenyl
34938155 | @CHEMICAL_Calcium | Calcium | 202 | 7 | Chemical | chemical | Calcium
34938155 | @CHEMICAL_Polychlorinated_Biphenyls | Polychlorinated Biphenyls | 211 | 25 | Chemical | chemical | Polychlorinated biphenyls
34938155 | @CHEMICAL_Polychlorinated_Biphenyls | Polychlorinated Biphenyls | 238 | 4 | Chemical | chemical | PCBs
34938155 | @DISEASE_Developmental_Disabilities | Developmental Disabilities | 281 | 28 | Disease | disease | neurodevelopmental disorders
34938155 | @CHEMICAL_Polychlorinated_Biphenyls | Polychlorinated Biphenyls | 390 | 3 | Chemical | chemical | PCB
34938155 | @DISEASE_Developmental_Disabilities | Developmental Disabilities | 443 | 28 | Disease | disease | neurodevelopmental disorders
34938155 | @CHEMICAL_Polychlorinated_Biphenyls | Polychlorinated Biphenyls | 615 | 3 | Chemical | chemical | PCB
34938155 | @VARIANT_p.T4826I_RYR1_human | p.T4826I | 713 | 6 | Variant | variant | T4826I
34938155 | @GENE_RYR1 | Ryr1 | 724 | 20 | Gene | gene | ryanodine receptor 1
34938155 | @GENE_RYR1 | Ryr1 | 746 | 4 | Gene | gene | RYR1
34938155 | @GENE_FMR1 | FMR1 | 798 | 4 | Gene | gene | FMR1
34938155 | @DISEASE_Myotonic_Dystrophy | Myotonic Dystrophy | 859 | 2 | Disease | disease | DM
34938155 | @CHEMICAL_Calcium_Carbonate | Calcium Carbonate | 923 | 7 | Chemical | chemical | MARBLES
34938155 | @CHEMICAL_Polychlorinated_Biphenyls | Polychlorinated Biphenyls | 931 | 3 | Chemical | chemical | PCB
34938155 | @CHEMICAL_Calcium_Carbonate | Calcium Carbonate | 1030 | 7 | Chemical | chemical | MARBLES
34938155 | @CHEMICAL_Polychlorinated_Biphenyls | Polychlorinated Biphenyls | 1038 | 3 | Chemical | chemical | PCB
34938155 | @CHEMICAL_Polychlorinated_Biphenyls | Polychlorinated Biphenyls | 1105 | 3 | Chemical | chemical | PCB
34938155 | @DISEASE_Developmental_Disabilities | Developmental Disabilities | 1200 | 27 | Disease | disease | neurodevelopmental disorder
34938155 | @DISEASE_Mental_Disorders | Mental Disorders | 1303 | 20 | Disease | disease | repetitive behaviors
34938155 | @CHEMICAL_Polychlorinated_Biphenyls | Polychlorinated Biphenyls | 1378 | 3 | Chemical | chemical | PCB
34938155 | @CHEMICAL_Polychlorinated_Biphenyls | Polychlorinated Biphenyls | 1541 | 3 | Chemical | chemical | PCB
34938155 | @CHEMICAL_Polychlorinated_Biphenyls | Polychlorinated Biphenyls | 1854 | 4 | Chemical | chemical | PCBs
34938155 | @CHEMICAL_Polychlorinated_Biphenyls | Polychlorinated Biphenyls | 1875 | 3 | Chemical | chemical | PCB
34938155 | @CHEMICAL_Polychlorinated_Biphenyls | Polychlorinated Biphenyls | 2038 | 3 | Chemical | chemical | PCB
34938155 | @CHEMICAL_Polychlorinated_Biphenyls | Polychlorinated Biphenyls | 2220 | 3 | Chemical | chemical | PCB
34938155 | @CHEMICAL_Polychlorinated_Biphenyls | Polychlorinated Biphenyls | 2359 | 3 | Chemical | chemical | PCB
34938155 | @CHEMICAL_Polychlorinated_Biphenyls | Polychlorinated Biphenyls | 2438 | 3 | Chemical | chemical | PCB
34938155 | @DISEASE_Developmental_Disabilities | Developmental Disabilities | 2633 | 28 | Disease | disease | neurodevelopmental disorders
35122996 | @CHEMICAL_Sevoflurane | Sevoflurane | 0 | 11 | Chemical | chemical | Sevoflurane
35122996 | @DISEASE_Neurotoxicity_Syndromes | Neurotoxicity Syndromes | 20 | 13 | Disease | disease | neurotoxicity
35122996 | @GENE_GSK3B | Gsk3b | 62 | 8 | Gene | gene | GSK3beta
35122996 | @GENE_DNM1L | Dnm1l | 71 | 4 | Gene | gene | Drp1
35122996 | @CHEMICAL_Sevoflurane | Sevoflurane | 184 | 11 | Chemical | chemical | sevoflurane
35122996 | @DISEASE_Neurotoxicity_Syndromes | Neurotoxicity Syndromes | 204 | 13 | Disease | disease | neurotoxicity
35122996 | @CHEMICAL_Sevoflurane | Sevoflurane | 348 | 11 | Chemical | chemical | sevoflurane
35122996 | @DISEASE_Neurotoxicity_Syndromes | Neurotoxicity Syndromes | 368 | 13 | Disease | disease | neurotoxicity
35122996 | @GENE_GSK3B | Gsk3b | 398 | 8 | Gene | gene | GSK3beta
35122996 | @GENE_GSK3B | Gsk3b | 408 | 30 | Gene | gene | glycogen synthase kinase 3beta
35122996 | @GENE_DNM1L | Dnm1l | 440 | 4 | Gene | gene | Drp1
35122996 | @GENE_DNM1L | Dnm1l | 446 | 25 | Gene | gene | dynamin-related protein-1
35122996 | @CHEMICAL_Sevoflurane | Sevoflurane | 544 | 11 | Chemical | chemical | sevoflurane
35122996 | @CHEMICAL_Sevoflurane | Sevoflurane | 800 | 11 | Chemical | chemical | sevoflurane
35122996 | @GENE_GSK3B | Gsk3b | 824 | 8 | Gene | gene | GSK3beta
35122996 | @GENE_DNM1L | Dnm1l | 887 | 4 | Gene | gene | Drp1
35122996 | @GENE_CYCS | CYCS | 974 | 12 | Gene | gene | cytochrome c
35122996 | @CHEMICAL_Sevoflurane | Sevoflurane | 1086 | 11 | Chemical | chemical | sevoflurane
35122996 | @GENE_DNM1L | DNM1L | 1131 | 4 | Gene | gene | Drp1
35122996 | @GENE_GSK3B | Gsk3b | 1140 | 8 | Gene | gene | GSK3beta
35122996 | @GENE_GSK3B | Gsk3b | 1163 | 8 | Gene | gene | GSK3beta
35122996 | @GENE_DNM1L | DNM1L | 1201 | 4 | Gene | gene | Drp1
35122996 | @CHEMICAL_4_benzyl_2_methyl_1_2_4_thiadiazolidine_3_5_dione | 4-benzyl-2-methyl-1 2 4-thiadiazolidine-3 5-dione | 1351 | 6 | Chemical | chemical | TDZD-8
35122996 | @GENE_GSK3B | GSK3B | 1375 | 8 | Gene | gene | GSK3beta
35122996 | @CHEMICAL_Sevoflurane | Sevoflurane | 1400 | 11 | Chemical | chemical | sevoflurane
35122996 | @DISEASE_Neurotoxicity_Syndromes | Neurotoxicity Syndromes | 1420 | 13 | Disease | disease | neurotoxicity
35122996 | @GENE_GSK3B | Gsk3b | 1445 | 8 | Gene | gene | GSK3beta
35122996 | @GENE_DNM1L | Dnm1l | 1454 | 4 | Gene | gene | Drp1
35337150 | @GENE_PTPN22 | PTPN22 | 44 | 5 | Gene | gene | LyP-1
35337150 | @GENE_PTPN22 | PTPN22 | 190 | 5 | Gene | gene | LyP-1
35337150 | @CHEMICAL_Chitosan | Chitosan | 288 | 8 | Chemical | chemical | chitosan
35337150 | @DISEASE_Carcinoma_Squamous_Cell | Carcinoma Squamous Cell | 392 | 28 | Disease | disease | squamous cell carcinoma (SCC
35337150 | @GENE_VEGFC | VEGFC | 476 | 6 | Gene | gene | VEGF-C
35337150 | @GENE_MMP2 | MMP2 | 487 | 4 | Gene | gene | MMP2
35337150 | @DISEASE_Neoplasms | Neoplasms | 569 | 14 | Disease | disease | tumor necrosis
35337150 | @GENE_PTPN22 | PTPN22 | 632 | 5 | Gene | gene | LyP-1
35337150 | @GENE_PTPN22 | PTPN22 | 851 | 5 | Gene | gene | Lyp-1
35337150 | @GENE_VEGFC | VEGFC | 1039 | 6 | Gene | gene | VEGF-C
35337150 | @GENE_MMP2 | MMP2 | 1050 | 5 | Gene | gene | MMP-2
35337150 | @DISEASE_Neoplasms | Neoplasms | 1142 | 5 | Disease | disease | tumor
35337150 | @GENE_PTPN22 | PTPN22 | 1266 | 5 | Gene | gene | LyP-1
35337150 | @GENE_PTPN22 | PTPN22 | 1325 | 5 | Gene | gene | LyP-1
35337150 | @DISEASE_Neoplasms | Neoplasms | 1366 | 5 | Disease | disease | tumor
35337150 | @GENE_VEGFC | VEGFC | 1507 | 6 | Gene | gene | VEGF-C
35337150 | @GENE_MMP2 | MMP2 | 1518 | 4 | Gene | gene | MMP2
36425142 | @GENE_TXN1 | Txn1 | 10 | 11 | Gene | gene | thioredoxin
36425142 | @GENE_C1QBP | C1qbp | 63 | 3 | Gene | gene | P32
36425142 | @DISEASE_Lumpy_Skin_Disease | Lumpy Skin Disease | 144 | 18 | Disease | disease | lumpy skin disease
36425142 | @DISEASE_Lumpy_Skin_Disease | Lumpy Skin Disease | 164 | 3 | Disease | disease | LSD
36425142 | @DISEASE_Lumpy_Skin_Disease | Lumpy Skin Disease | 300 | 3 | Disease | disease | LSD
36425142 | @GENE_TXN1 | Txn1 | 349 | 11 | Gene | gene | thioredoxin
36425142 | @GENE_C1QBP | C1qbp | 402 | 3 | Gene | gene | P32
36425142 | @GENE_C1QBP | C1qbp | 452 | 3 | Gene | gene | P32
36425142 | @GENE_TXN1 | Txn1 | 581 | 11 | Gene | gene | thioredoxin
36425142 | @GENE_C1QBP | C1qbp | 621 | 3 | Gene | gene | P32
36425142 | @GENE_TXN1 | Txn1 | 972 | 11 | Gene | gene | thioredoxin
36425142 | @GENE_TXN1 | Txn1 | 1300 | 11 | Gene | gene | thioredoxin
36425142 | @GENE_C1QBP | C1qbp | 1331 | 3 | Gene | gene | P32
36425142 | @GENE_PDCD1 | Pdcd1 | 1598 | 3 | Gene | gene | PD1
36425142 | @GENE_TXN1 | Txn1 | 1633 | 11 | Gene | gene | thioredoxin
36425142 | @GENE_TXN1 | Txn1 | 1730 | 11 | Gene | gene | thioredoxin
36425142 | @GENE_TXN1 | Txn1 | 1945 | 11 | Gene | gene | thioredoxin
36495605 | @CHEMICAL_Sevoflurane | Sevoflurane | 84 | 11 | Chemical | chemical | sevoflurane
36495605 | @DISEASE_Cognition_Disorders | Cognition Disorders | 172 | 20 | Disease | disease | cognitive impairment
36495605 | @CHEMICAL_Sevoflurane | Sevoflurane | 643 | 11 | Chemical | chemical | sevoflurane
36495605 | @DISEASE_Demyelinating_Diseases | Demyelinating Diseases | 1249 | 20 | Disease | disease | myelin abnormalities
36495605 | @CHEMICAL_Clemastine | Clemastine | 1389 | 10 | Chemical | chemical | clemastine
36495605 | @CHEMICAL_Sevoflurane | Sevoflurane | 1625 | 11 | Chemical | chemical | sevoflurane
36495605 | @DISEASE_Cognition_Disorders | Cognition Disorders | 1721 | 20 | Disease | disease | cognitive impairment
36495605 | @DISEASE_Cognition_Disorders | Cognition Disorders | 1982 | 20 | Disease | disease | cognitive impairment
36590588 | @DISEASE_Pancreatitis | Pancreatitis | 80 | 18 | Disease | disease | acute pancreatitis
36590588 | @DISEASE_Pancreatitis | Pancreatitis | 114 | 18 | Disease | disease | Acute pancreatitis
36590588 | @DISEASE_Pancreatitis | Pancreatitis | 134 | 2 | Disease | disease | AP
36590588 | @DISEASE_Inflammation | Inflammation | 144 | 20 | Disease | disease | inflammatory disease
36590588 | @DISEASE_Systemic_Inflammatory_Response_Syndrome | Systemic Inflammatory Response Syndrome | 254 | 39 | Disease | disease | systemic inflammatory response syndrome
36590588 | @DISEASE_Systemic_Inflammatory_Response_Syndrome | Systemic Inflammatory Response Syndrome | 295 | 4 | Disease | disease | SIRS
36590588 | @DISEASE_Systemic_Inflammatory_Response_Syndrome | Systemic Inflammatory Response Syndrome | 322 | 22 | Disease | disease | -inflammatory response
36590588 | @DISEASE_Pancreatitis | Pancreatitis | 393 | 2 | Disease | disease | AP
36590588 | @DISEASE_Pancreatitis | Pancreatitis | 540 | 2 | Disease | disease | AP
36590588 | @DISEASE_Pancreatitis | Pancreatitis | 652 | 2 | Disease | disease | AP
36590588 | @DISEASE_Inflammation | Inflammation | 686 | 12 | Disease | disease | inflammatory
36590588 | @DISEASE_Pancreatitis | Pancreatitis | 763 | 2 | Disease | disease | AP
36590588 | @GENE_TLR2 | Tlr2 | 822 | 4 | Gene | gene | Tlr2
36590588 | @CHEMICAL_Ceruletide | Ceruletide | 883 | 8 | Chemical | chemical | cerulein
36590588 | @GENE_LIPG | Lipg | 899 | 6 | Gene | gene | lipase
36590588 | @DISEASE_Neutrophil_Immunodeficiency_Syndrome | Neutrophil Immunodeficiency Syndrome | 943 | 10 | Disease | disease | neutrophil
36590588 | @GENE_TLR2 | Tlr2 | 1007 | 4 | Gene | gene | Tlr2
36590588 | @DISEASE_Inflammation | Inflammation | 1050 | 12 | Disease | disease | inflammatory
36590588 | @DISEASE_Pancreatitis | Pancreatitis | 1158 | 2 | Disease | disease | AP
36590588 | @DISEASE_Inflammation | Inflammation | 1199 | 12 | Disease | disease | inflammatory
36590588 | @DISEASE_Pancreatitis | Pancreatitis | 1314 | 2 | Disease | disease | AP
36590588 | @GENE_ITGAM | Itgam | 1346 | 5 | Gene | gene | ITGAM
36590588 | @GENE_CAMP | Camp | 1353 | 4 | Gene | gene | CAMP
36590588 | @GENE_FPR1 | Fpr1 | 1359 | 4 | Gene | gene | FPR1
36590588 | @GENE_IL1R1 | Il1r1 | 1365 | 5 | Gene | gene | IL1R1
36590588 | @GENE_TLR2 | Tlr2 | 1372 | 4 | Gene | gene | TLR2
36590588 | @GENE_S100A8 | S100a8 | 1378 | 8 | Gene | gene | S100A8/9
36590588 | @GENE_HK3 | Hk3 | 1388 | 3 | Gene | gene | HK3
36590588 | @GENE_MMP9 | Mmp9 | 1396 | 4 | Gene | gene | MMP9
36590588 | @GENE_TLR2 | Tlr2 | 1451 | 4 | Gene | gene | Tlr2
36590588 | @GENE_LIPG | Lipg | 1518 | 6 | Gene | gene | lipase
36590588 | @CHEMICAL_Ceruletide | Ceruletide | 1550 | 8 | Chemical | chemical | cerulein
36590588 | @DISEASE_Inflammation | Inflammation | 1589 | 23 | Disease | disease | pancreatic inflammation
36590588 | @DISEASE_Neutrophil_Immunodeficiency_Syndrome | Neutrophil Immunodeficiency Syndrome | 1617 | 10 | Disease | disease | neutrophil
36590588 | @DISEASE_Systemic_Inflammatory_Response_Syndrome | Systemic Inflammatory Response Syndrome | 1680 | 4 | Disease | disease | SIRS
36590588 | @DISEASE_Inflammation | Inflammation | 1874 | 12 | Disease | disease | inflammatory
36590588 | @DISEASE_Pancreatitis | Pancreatitis | 1904 | 2 | Disease | disease | AP
37129099 | @DISEASE_Wounds_and_Injuries | Wounds and Injuries | 507 | 10 | Disease | disease | skin wound
37129099 | @CHEMICAL_Tacrolimus | Tacrolimus | 536 | 10 | Chemical | chemical | Tacrolimus
37129099 | @CHEMICAL_Tacrolimus | Tacrolimus | 548 | 5 | Chemical | chemical | FK506
37129099 | @CHEMICAL_Fingolimod_Hydrochloride | Fingolimod Hydrochloride | 559 | 10 | Chemical | chemical | fingolimod
37129099 | @CHEMICAL_Fingolimod_Hydrochloride | Fingolimod Hydrochloride | 571 | 6 | Chemical | chemical | FTY720
37129099 | @GENE_CD8A | Cd8a | 817 | 4 | Gene | gene | CD8a
37129099 | @CHEMICAL_Tacrolimus | Tacrolimus | 938 | 5 | Chemical | chemical | FK506
37129099 | @CHEMICAL_Fingolimod_Hydrochloride | Fingolimod Hydrochloride | 947 | 6 | Chemical | chemical | FTY720
37129099 | @GENE_COL1A1 | Col1a1 | 1093 | 6 | Gene | gene | col1a1
37129099 | @GENE_COL3A1 | Col3a1 | 1101 | 6 | Gene | gene | col3a1
37129099 | @GENE_TGFB1 | Tgfb1 | 1112 | 5 | Gene | gene | tgfb1
37129099 | @GENE_CD4 | Cd4 | 1311 | 3 | Gene | gene | CD4
37129099 | @GENE_COL1A1 | Col1a1 | 1488 | 6 | Gene | gene | col1a1
37129099 | @GENE_COL3A1 | Col3a1 | 1496 | 6 | Gene | gene | col3a1
37129099 | @GENE_TGFB1 | Tgfb1 | 1504 | 8 | Gene | gene | tgfbeta1
37129099 | @GENE_EN1 | En1 | 1517 | 3 | Gene | gene | en1
37129099 | @GENE_CD8A | Cd8a | 1577 | 4 | Gene | gene | CD8a
37129099 | @GENE_TNF | Tnf | 1630 | 4 | Gene | gene | tnfa
37129099 | @GENE_IL13 | Il13 | 1636 | 4 | Gene | gene | il13
37129099 | @GENE_IL13RA1 | Il13ra1 | 1645 | 6 | Gene | gene | il13ra
37217189 | @DISEASE_Hand_Foot_and_Mouth_Disease | Hand Foot and Mouth Disease | 107 | 28 | Disease | disease | Hand, foot and mouth disease
37217189 | @DISEASE_Communicable_Diseases | Communicable Diseases | 160 | 18 | Disease | disease | infectious disease
37217189 | @DISEASE_Drug_Related_Side_Effects_and_Adverse_Reactions | Drug-Related Side Effects and Adverse Reactions | 605 | 8 | Disease | disease | toxicity
37217189 | @DISEASE_Drug_Related_Side_Effects_and_Adverse_Reactions | Drug-Related Side Effects and Adverse Reactions | 736 | 8 | Disease | disease | toxicity
37217189 | @GENE_CD4 | Cd4 | 970 | 3 | Gene | gene | CD4
37217189 | @GENE_CD8A | Cd8a | 975 | 4 | Gene | gene | CD8a
37264710 | @DISEASE_Triple_Negative_Breast_Neoplasms | Triple Negative Breast Neoplasms | 35 | 29 | Disease | disease | Triple-Negative Breast Cancer
37264710 | @GENE_STAT3 | Stat3 | 139 | 5 | Gene | gene | STAT3
37264710 | @DISEASE_Triple_Negative_Breast_Neoplasms | Triple Negative Breast Neoplasms | 206 | 29 | Disease | disease | triple-negative breast cancer
37264710 | @DISEASE_Triple_Negative_Breast_Neoplasms | Triple Negative Breast Neoplasms | 237 | 4 | Disease | disease | TNBC
37264710 | @DISEASE_Neoplasms | Neoplasms | 298 | 5 | Disease | disease | tumor
37264710 | @DISEASE_Neoplasms | Neoplasms | 341 | 5 | Disease | disease | tumor
37264710 | @CHEMICAL_Chondroitin_Sulfates | Chondroitin Sulfates | 391 | 19 | Chemical | chemical | chondroitin sulfate
