31679624 | @GENE_CLCN3 | Clcn3 | 0 | 5 | Gene | gene | ClC-3
37597651 | @DISEASE_Neoplasms | Neoplasms | 682 | 5 | Disease | disease | tumor
37597651 | @GENE_STAT5A | STAT5A | 789 | 5 | Gene | gene | STAT5
37597651 | @GENE_STAT3 | STAT3 | 799 | 5 | Gene | gene | STAT3
37597651 | @DISEASE_Leukocyte_adhesion_deficiency_type_1 | Leukocyte adhesion deficiency type 1 | 905 | 4 | Disease | disease | CAR-
37597651 | @GENE_NR1I3 | NR1I3 | 1061 | 3 | Gene | gene | CAR
37597651 | @DISEASE_Ovarian_Neoplasms | Ovarian Neoplasms | 1125 | 14 | Disease | disease | ovarian cancer
37597651 | @DISEASE_Ovarian_Neoplasms | Ovarian Neoplasms | 1141 | 2 | Disease | disease | OC
37597651 | @DISEASE_Triple_Negative_Breast_Neoplasms | Triple Negative Breast Neoplasms | 1149 | 29 | Disease | disease | triple-negative breast cancer
37597651 | @DISEASE_Triple_Negative_Breast_Neoplasms | Triple Negative Breast Neoplasms | 1180 | 4 | Disease | disease | TNBC
37597651 | @DISEASE_Cytokine_Release_Syndrome | Cytokine Release Syndrome | 1237 | 22 | Disease | disease | inflammatory cytokines
37597651 | @DISEASE_Neurocognitive_Disorders | Neurocognitive Disorders | 1264 | 14 | Disease | disease | organ toxicity
37597651 | @GENE_NR1I3 | NR1I3 | 1381 | 3 | Gene | gene | CAR
37597651 | @DISEASE_Neoplasms | Neoplasms | 1459 | 12 | Disease | disease | solid tumors
37633642 | @GENE_ADAMTS13 | ADAMTS13 | 90 | 8 | Gene | gene | ADAMTS13
37633642 | @GENE_ADAMTS13 | ADAMTS13 | 144 | 8 | Gene | gene | ADAMTS13
37633642 | @DISEASE_Purpura_Thrombotic_Thrombocytopenic | Purpura Thrombotic Thrombocytopenic | 198 | 35 | Disease | disease | thrombotic thrombocytopenic purpura
37633642 | @DISEASE_Purpura_Thrombotic_Thrombocytopenic | Purpura Thrombotic Thrombocytopenic | 235 | 3 | Disease | disease | TTP
37633642 | @GENE_ADAMTS13 | ADAMTS13 | 268 | 8 | Gene | gene | ADAMTS13
37633642 | @GENE_ADAMTS13 | ADAMTS13 | 353 | 8 | Gene | gene | ADAMTS13
37633642 | @DISEASE_Purpura_Thrombotic_Thrombocytopenic | Purpura Thrombotic Thrombocytopenic | 523 | 3 | Disease | disease | TTP
37633642 | @DISEASE_Purpura_Thrombotic_Thrombocytopenic | Purpura Thrombotic Thrombocytopenic | 767 | 3 | Disease | disease | TTP
37633642 | @DISEASE_Purpura_Thrombotic_Thrombocytopenic | Purpura Thrombotic Thrombocytopenic | 946 | 3 | Disease | disease | TTP
37633642 | @GENE_ADAMTS13 | ADAMTS13 | 1140 | 8 | Gene | gene | ADAMTS13
37633642 | @DISEASE_Purpura_Thrombotic_Thrombocytopenic | Purpura Thrombotic Thrombocytopenic | 1407 | 3 | Disease | disease | TTP
37633642 | @GENE_ADAMTS13 | ADAMTS13 | 1628 | 8 | Gene | gene | ADAMTS13
37633642 | @DISEASE_Purpura_Thrombotic_Thrombocytopenic | Purpura Thrombotic Thrombocytopenic | 1715 | 3 | Disease | disease | TTP
37633642 | @GENE_ADAMTS13 | ADAMTS13 | 1851 | 8 | Gene | gene | ADAMTS13
37641144 | @GENE_JAK1 | JAK1 | 19 | 4 | Gene | gene | JAK1
37641144 | @GENE_JAK1 | JAK1 | 142 | 14 | Gene | gene | Janus kinase 1
37641144 | @GENE_JAK1 | JAK1 | 158 | 4 | Gene | gene | JAK1
37641144 | @DISEASE_Inflammation | Inflammation | 212 | 12 | Disease | disease | inflammatory
37641144 | @DISEASE_Autoimmune_Diseases | Autoimmune Diseases | 226 | 10 | Disease | disease | autoimmune
37641144 | @DISEASE_Neoplasms | Neoplasms | 259 | 7 | Disease | disease | cancers
37641144 | @GENE_JAK1 | JAK1 | 317 | 4 | Gene | gene | JAK1
37641144 | @GENE_JAK1 | JAK1 | 683 | 4 | Gene | gene | JAK1
37641144 | @GENE_JAK1 | JAK1 | 772 | 4 | Gene | gene | JAK1
37641144 | @GENE_JAK1 | JAK1 | 1598 | 4 | Gene | gene | JAK1
37641144 | @GENE_JAK1 | JAK1 | 1965 | 4 | Gene | gene | JAK1
37722054 | @CHEMICAL_Disulfides | Disulfides | 145 | 9 | Chemical | chemical | disulfide
37722054 | @CHEMICAL_Cysteine | Cysteine | 309 | 8 | Chemical | chemical | cysteine
37722054 | @CHEMICAL_Disulfides | Disulfides | 418 | 9 | Chemical | chemical | disulfide
37794185 | @GENE_PTPN2 | PTPN2 | 4 | 5 | Gene | gene | PTPN2
37794185 | @GENE_PTPN1 | PTPN1 | 10 | 5 | Gene | gene | PTPN1
37794185 | @DISEASE_Neoplasms | Neoplasms | 61 | 6 | Disease | disease | tumour
37794185 | @DISEASE_Neoplasms | Neoplasms | 141 | 6 | Disease | disease | cancer
37794185 | @GENE_PTPN2 | PTPN2 | 291 | 5 | Gene | gene | PTPN2
37794185 | @GENE_PTPN1 | PTPN1 | 301 | 5 | Gene | gene | PTPN1
37794185 | @DISEASE_Inflammation | Inflammation | 333 | 12 | Disease | disease | inflammation
37794185 | @DISEASE_Neoplasms | Neoplasms | 384 | 6 | Disease | disease | tumour
37794185 | @DISEASE_Neoplasms | Neoplasms | 427 | 6 | Disease | disease | tumour
37794185 | @GENE_PTPN2 | PTPN2 | 685 | 5 | Gene | gene | PTPN2
37794185 | @GENE_PTPN1 | PTPN1 | 695 | 5 | Gene | gene | PTPN1
37794185 | @DISEASE_Neoplasms | Neoplasms | 878 | 6 | Disease | disease | cancer
37794185 | @GENE_PDCD1 | Pdcd1 | 898 | 4 | Gene | gene | PD-1
37794185 | @DISEASE_Neoplasms | Neoplasms | 953 | 6 | Disease | disease | tumour
37794185 | @DISEASE_Neoplasms | Neoplasms | 1002 | 6 | Disease | disease | tumour
37794185 | @GENE_PTPN2 | PTPN2 | 1164 | 5 | Gene | gene | PTPN2
37794185 | @GENE_PTPN1 | PTPN1 | 1174 | 5 | Gene | gene | PTPN1
37794185 | @DISEASE_Neoplasms | Neoplasms | 1215 | 6 | Disease | disease | cancer
37794185 | @DISEASE_Neoplasms | Neoplasms | 1302 | 7 | Disease | disease | tumours
37794185 | @DISEASE_Neoplasms | Neoplasms | 1698 | 6 | Disease | disease | cancer
37847297 | @DISEASE_Lung_Diseases_Interstitial | Lung Diseases Interstitial | 49 | 25 | Disease | disease | interstitial lung disease
37847297 | @DISEASE_Arthritis_Rheumatoid | Arthritis Rheumatoid | 78 | 20 | Disease | disease | rheumatoid arthritis
37847297 | @DISEASE_Arthritis_Rheumatoid | Arthritis Rheumatoid | 154 | 20 | Disease | disease | rheumatoid arthritis
37847297 | @DISEASE_Arthritis_Rheumatoid | Arthritis Rheumatoid | 176 | 2 | Disease | disease | RA
37847297 | @DISEASE_Dyspnea | Dyspnea | 223 | 7 | Disease | disease | dyspnea
37847297 | @DISEASE_Corneal_Opacity | Corneal Opacity | 339 | 9 | Disease | disease | opacities
37847297 | @DISEASE_Pulmonary_Fibrosis | Pulmonary Fibrosis | 367 | 10 | Disease | disease | alveolitis
37847297 | @DISEASE_Lung_Diseases_Interstitial | Lung Diseases Interstitial | 388 | 25 | Disease | disease | interstitial lung disease
37847297 | @DISEASE_Lung_Diseases_Interstitial | Lung Diseases Interstitial | 415 | 3 | Disease | disease | ILD
37847297 | @DISEASE_Arthritis_Rheumatoid | Arthritis Rheumatoid | 423 | 2 | Disease | disease | RA
37847297 | @CHEMICAL_tofacitinib | tofacitinib | 539 | 11 | Chemical | chemical | tofacitinib
37847297 | @CHEMICAL_tofacitinib | tofacitinib | 552 | 11 | Chemical | chemical | Tofacitinib
37847297 | @DISEASE_Corneal_Opacity | Corneal Opacity | 619 | 9 | Disease | disease | opacities
37847297 | @DISEASE_Dyspnea | Dyspnea | 768 | 7 | Disease | disease | dyspnea
37847297 | @CHEMICAL_tofacitinib | tofacitinib | 801 | 11 | Chemical | chemical | tofacitinib
37847297 | @DISEASE_Inflammation | Inflammation | 842 | 12 | Disease | disease | inflammatory
37847297 | @DISEASE_Lung_Diseases_Interstitial | Lung Diseases Interstitial | 894 | 6 | Disease | disease | RA-ILD
37972288 | @DISEASE_Influenza_Human | Influenza Human | 40 | 11 | Disease | disease | Influenza-A
37972288 | @DISEASE_Influenza_Human | Influenza Human | 200 | 9 | Disease | disease | influenza
37972288 | @DISEASE_Influenza_Human | Influenza Human | 260 | 9 | Disease | disease | influenza
37972288 | @DISEASE_Respiration_Disorders | Respiration Disorders | 396 | 25 | Disease | disease | acute respiratory illness
37972288 | @DISEASE_Respiration_Disorders | Respiration Disorders | 423 | 3 | Disease | disease | ARI
37972288 | @DISEASE_Influenza_Human | Influenza Human | 600 | 9 | Disease | disease | influenza
37972288 | @DISEASE_Influenza_Human | Influenza Human | 805 | 9 | Disease | disease | influenza
37972288 | @DISEASE_Influenza_Human | Influenza Human | 1163 | 9 | Disease | disease | influenza
37972288 | @DISEASE_Influenza_Human | Influenza Human | 1198 | 9 | Disease | disease | influenza
37972288 | @DISEASE_Influenza_Human | Influenza Human | 1450 | 9 | Disease | disease | influenza
37972288 | @DISEASE_Influenza_Human | Influenza Human | 1485 | 9 | Disease | disease | influenza
37972288 | @DISEASE_Influenza_Human | Influenza Human | 1709 | 9 | Disease | disease | influenza
37972288 | @DISEASE_Influenza_Human | Influenza Human | 1759 | 9 | Disease | disease | influenza
37972288 | @DISEASE_Influenza_Human | Influenza Human | 1854 | 9 | Disease | disease | Influenza
37972288 | @DISEASE_Influenza_Human | Influenza Human | 1925 | 17 | Disease | disease | influenza illness
38030681 | @CHEMICAL_Poly_I_C | Poly I-C | 17 | 9 | Chemical | chemical | poly(I:C)
38030681 | @GENE_IL6 | IL6 | 35 | 13 | Gene | gene | interleukin-6
38030681 | @GENE_IFNG | IFNG | 112 | 16 | Gene | gene | interferon-gamma
38030681 | @DISEASE_COVID_19 | COVID-19 | 228 | 8 | Disease | disease | COVID-19
38030681 | @GENE_IL6 | IL6 | 277 | 4 | Gene | gene | IL-6
38030681 | @DISEASE_COVID_19 | COVID-19 | 296 | 20 | Disease | disease | SARS-Cov-2 infection
38030681 | @DISEASE_Inflammation | Inflammation | 428 | 12 | Disease | disease | inflammatory
38030681 | @GENE_IL6 | IL6 | 589 | 4 | Gene | gene | IL-6
38030681 | @CHEMICAL_Poly_I_C | Poly I-C | 655 | 9 | Chemical | chemical | poly(I:C)
38030681 | @GENE_TLR3 | TLR3 | 827 | 4 | Gene | gene | TLR3
38030681 | @GENE_IFNG | IFNG | 906 | 9 | Gene | gene | IFN-gamma
38030681 | @CHEMICAL_Poly_I_C | Poly I-C | 919 | 9 | Chemical | chemical | poly(I:C)
38030681 | @GENE_IL6 | IL6 | 937 | 4 | Gene | gene | IL-6
38030681 | @CHEMICAL_tofacitinib | tofacitinib | 1000 | 11 | Chemical | chemical | tofacitinib
38030681 | @GENE_IFNG | IFNG | 1033 | 9 | Gene | gene | IFN-gamma
38030681 | @GENE_TLR3 | TLR3 | 1067 | 4 | Gene | gene | TLR3
38030681 | @CHEMICAL_Poly_I_C | Poly I-C | 1088 | 9 | Chemical | chemical | poly(I:C)
38030681 | @GENE_IL6 | IL6 | 1106 | 4 | Gene | gene | IL-6
38030681 | @GENE_IFNG | IFNG | 1180 | 9 | Gene | gene | IFN-gamma
38030681 | @GENE_IL6 | IL6 | 1230 | 4 | Gene | gene | IL-6
38030681 | @GENE_IFNG | Ifng | 1256 | 9 | Gene | gene | IFN-gamma
38030681 | @GENE_IL6 | Il6 | 1303 | 4 | Gene | gene | IL-6
38030681 | @CHEMICAL_Poly_I_C | Poly I-C | 1335 | 9 | Chemical | chemical | poly(I:C)
38030681 | @GENE_IFNG | IFNG | 1411 | 9 | Gene | gene | IFN-gamma
38030681 | @CHEMICAL_Poly_I_C | Poly I-C | 1431 | 9 | Chemical | chemical | poly(I:C)
38030681 | @GENE_IL6 | IL6 | 1449 | 4 | Gene | gene | IL-6
38030681 | @GENE_TLR3 | TLR3 | 1483 | 4 | Gene | gene | TLR3
38030681 | @GENE_IL6 | IL6 | 1533 | 4 | Gene | gene | IL-6
38030681 | @DISEASE_Inflammation | Inflammation | 1593 | 24 | Disease | disease | respiratory inflammation
38030681 | @DISEASE_Infections | Infections | 1628 | 9 | Disease | disease | infection
38035035 | @DISEASE_Hypertension | Hypertension | 26 | 25 | Disease | disease | hypertensive sleep apnoea
38035035 | @DISEASE_Sleep_Apnea_Syndromes | Sleep Apnea Syndromes | 77 | 11 | Disease | disease | Sleep Apnea
38035035 | @DISEASE_Hypertension | Hypertension | 237 | 12 | Disease | disease | hypertensive
38035035 | @DISEASE_Sleep_Apnea_Obstructive | Sleep Apnea Obstructive | 250 | 24 | Disease | disease | obstructive sleep apnoea
38035035 | @DISEASE_Sleep_Apnea_Obstructive | Sleep Apnea Obstructive | 276 | 3 | Disease | disease | OSA
38035035 | @DISEASE_Sleep_Apnea_Syndromes | Sleep Apnea Syndromes | 306 | 11 | Disease | disease | Sleep Apnea
38035035 | @DISEASE_Hypertension | Hypertension | 490 | 12 | Disease | disease | Hypertensive
38035035 | @DISEASE_Apnea | Apnea | 656 | 16 | Disease | disease | apnoea-hypopnoea
38035035 | @DISEASE_Sleep_Apnea_Obstructive | Sleep Apnea Obstructive | 1742 | 3 | Disease | disease | OSA
38035035 | @DISEASE_Sleep_Apnea_Obstructive | Sleep Apnea Obstructive | 2067 | 3 | Disease | disease | OSA
38071510 | @DISEASE_Infections | Infections | 8 | 10 | Disease | disease | infections
38071510 | @DISEASE_VEXAS_syndrome | VEXAS syndrome | 36 | 14 | Disease | disease | VEXAS syndrome
38071510 | @DISEASE_VEXAS_syndrome | VEXAS syndrome | 124 | 52 | Disease | disease | X-linked, autoinflammatory, somatic (VEXAS) syndrome
38071510 | @DISEASE_Hereditary_Autoinflammatory_Diseases | Hereditary Autoinflammatory Diseases | 192 | 34 | Disease | disease | autoinflammatory monogenic disease
38071510 | @DISEASE_Communicable_Diseases | Communicable Diseases | 322 | 24 | Disease | disease | infectious complications
38071510 | @DISEASE_VEXAS_syndrome | VEXAS syndrome | 446 | 14 | Disease | disease | VEXAS syndrome
38071510 | @DISEASE_Infections | Infections | 513 | 10 | Disease | disease | infections
38071510 | @DISEASE_Infections | Infections | 678 | 10 | Disease | disease | infections
38071510 | @DISEASE_Infections | Infections | 729 | 9 | Disease | disease | infection
38071510 | @DISEASE_Bacterial_Infections | Bacterial Infections | 845 | 9 | Disease | disease | bacterial
38071510 | @DISEASE_Virus_Diseases | Virus Diseases | 860 | 5 | Disease | disease | viral
38071510 | @DISEASE_Mycoses | Mycoses | 871 | 6 | Disease | disease | fungal
38071510 | @DISEASE_Invasive_Pneumococcal_Disease_Recurrent_Isolated_2 | Invasive Pneumococcal Disease Recurrent Isolated 2 | 885 | 13 | Disease | disease | mycobacterial
38071510 | @DISEASE_Respiratory_Tract_Infections | Respiratory Tract Infections | 910 | 20 | Disease | disease | pulmonary infections
38071510 | @DISEASE_Infections | Infections | 1064 | 10 | Disease | disease | infections
38071510 | @DISEASE_Arthralgia | Arthralgia | 1291 | 10 | Disease | disease | arthralgia
38071510 | @DISEASE_Infections | Infections | 1365 | 10 | Disease | disease | infections
38071510 | @DISEASE_Infections | Infections | 1426 | 10 | Disease | disease | infections
38071510 | @CHEMICAL_Azacitidine | Azacitidine | 1487 | 11 | Chemical | chemical | azacitidine
38071510 | @DISEASE_Death | Death | 1567 | 4 | Disease | disease | died
38071510 | @DISEASE_Infections | Infections | 1607 | 10 | Disease | disease | infections
38071510 | @DISEASE_VEXAS_syndrome | VEXAS syndrome | 1631 | 14 | Disease | disease | VEXAS syndrome
38071510 | @DISEASE_Infections | Infections | 1693 | 10 | Disease | disease | infections
38071510 | @DISEASE_Infections | Infections | 1831 | 10 | Disease | disease | infections
38071510 | @DISEASE_Immunologic_Deficiency_Syndromes | Immunologic Deficiency Syndromes | 1911 | 16 | Disease | disease | immunodeficiency
38084635 | @GENE_STAT1 | STAT1 | 6 | 5 | Gene | gene | STAT1
38084635 | @DISEASE_Candidiasis_Chronic_Mucocutaneous | Candidiasis Chronic Mucocutaneous | 34 | 33 | Disease | disease | chronic mucocutaneous candidiasis
38084635 | @GENE_STAT1 | STAT1 | 207 | 5 | Gene | gene | STAT1
38084635 | @DISEASE_Candidiasis_Chronic_Mucocutaneous | Candidiasis Chronic Mucocutaneous | 285 | 33 | Disease | disease | chronic mucocutaneous candidiasis
38084635 | @DISEASE_Candidiasis_Chronic_Mucocutaneous | Candidiasis Chronic Mucocutaneous | 320 | 3 | Disease | disease | CMC
38084635 | @GENE_STAT1 | STAT1 | 355 | 5 | Gene | gene | STAT1
38084635 | @DISEASE_Virus_Diseases | Virus Diseases | 440 | 39 | Disease | disease | fungal, viral, and bacterial infections
38084635 | @DISEASE_Endocrine_System_Diseases | Endocrine System Diseases | 481 | 19 | Disease | disease | endocrine disorders
38084635 | @DISEASE_Autoimmune_Diseases | Autoimmune Diseases | 502 | 12 | Disease | disease | autoimmunity
38084635 | @DISEASE_Neoplasms | Neoplasms | 516 | 10 | Disease | disease | malignancy
38084635 | @DISEASE_Aneurysm | Aneurysm | 532 | 9 | Disease | disease | aneurysms
38084635 | @GENE_STAT1 | STAT1 | 575 | 5 | Gene | gene | STAT1
38084635 | @GENE_STAT1 | STAT1 | 667 | 5 | Gene | gene | STAT1
38084635 | @DISEASE_Infections | Infections | 756 | 10 | Disease | disease | infections
38084635 | @DISEASE_Aneurysm | Aneurysm | 768 | 9 | Disease | disease | aneurysms
38084635 | @DISEASE_Neoplasms | Neoplasms | 783 | 12 | Disease | disease | malignancies
38084635 | @GENE_STAT1 | STAT1 | 828 | 5 | Gene | gene | STAT1
38084635 | @GENE_STAT1 | STAT1 | 1104 | 5 | Gene | gene | STAT1
38084635 | @GENE_STAT1 | STAT1 | 1195 | 5 | Gene | gene | STAT1
38084635 | @GENE_STAT1 | STAT1 | 1233 | 5 | Gene | gene | STAT1
38084635 | @GENE_STAT1 | STAT1 | 1483 | 5 | Gene | gene | STAT1
38129594 | @DISEASE_Arthritis_Rheumatoid | Arthritis Rheumatoid | 135 | 20 | Disease | disease | rheumatoid arthritis
38129594 | @DISEASE_Arthritis_Rheumatoid | Arthritis Rheumatoid | 269 | 20 | Disease | disease | rheumatoid arthritis
38129594 | @DISEASE_Arthritis_Rheumatoid | Arthritis Rheumatoid | 291 | 2 | Disease | disease | RA
38129594 | @GENE_CD4 | CD4 | 378 | 3 | Gene | gene | CD4
38129594 | @GENE_CD8A | CD8A | 396 | 3 | Gene | gene | CD8
38129594 | @DISEASE_Arthritis_Rheumatoid | Arthritis Rheumatoid | 592 | 2 | Disease | disease | RA
38129594 | @DISEASE_Arthritis_Rheumatoid | Arthritis Rheumatoid | 701 | 2 | Disease | disease | RA
38129594 | @CHEMICAL_tebuthiuron | tebuthiuron | 882 | 5 | Chemical | chemical | Spike
38129594 | @DISEASE_Arthritis_Rheumatoid | Arthritis Rheumatoid | 1091 | 2 | Disease | disease | RA
38129594 | @DISEASE_Arthritis_Rheumatoid | Arthritis Rheumatoid | 1131 | 2 | Disease | disease | RA
38129594 | @GENE_CD4 | CD4 | 1211 | 3 | Gene | gene | CD4
38129594 | @GENE_CD8A | CD8A | 1265 | 3 | Gene | gene | CD8
38129594 | @GENE_CD4 | CD4 | 1447 | 3 | Gene | gene | CD4
38129594 | @DISEASE_Arthritis_Rheumatoid | Arthritis Rheumatoid | 1479 | 2 | Disease | disease | RA
38162155 | @DISEASE_Precursor_Cell_Lymphoblastic_Leukemia_Lymphoma | Precursor Cell Lymphoblastic Leukemia-Lymphoma | 62 | 28 | Disease | disease | Acute Lymphoblastic Leukemia
38162155 | @DISEASE_Precursor_Cell_Lymphoblastic_Leukemia_Lymphoma | Precursor Cell Lymphoblastic Leukemia-Lymphoma | 109 | 28 | Disease | disease | acute lymphoblastic leukemia
38162155 | @DISEASE_Precursor_B_Cell_Lymphoblastic_Leukemia_Lymphoma | Precursor B-Cell Lymphoblastic Leukemia-Lymphoma | 139 | 7 | Disease | disease | BCP-ALL
38162155 | @DISEASE_Leukemia | Leukemia | 167 | 8 | Disease | disease | leukemia
38162155 | @DISEASE_Precursor_B_Cell_Lymphoblastic_Leukemia_Lymphoma | Precursor B-Cell Lymphoblastic Leukemia-Lymphoma | 356 | 7 | Disease | disease | BCP-ALL
38162155 | @GENE_IKZF1 | IKZF1 | 376 | 5 | Gene | gene | IKZF1
38162155 | @GENE_PAX5 | PAX5 | 383 | 4 | Gene | gene | PAX5
38162155 | @GENE_EBF1 | EBF1 | 389 | 4 | Gene | gene | EBF1
38162155 | @GENE_CREBBP | CREBBP | 395 | 6 | Gene | gene | CREBBP
38162155 | @GENE_CRLF2 | CRLF2 | 403 | 5 | Gene | gene | CRLF2
38162155 | @GENE_JAK2 | JAK2 | 410 | 4 | Gene | gene | JAK2
38162155 | @GENE_ERG | ERG | 416 | 3 | Gene | gene | ERG
38162155 | @GENE_CXCR4 | CXCR4 | 421 | 5 | Gene | gene | CXCR4
38162155 | @GENE_ZAP70 | ZAP70 | 428 | 5 | Gene | gene | ZAP70
38162155 | @GENE_NF1 | NF1 | 441 | 3 | Gene | gene | NF1
38162155 | @GENE_NR3C1 | NR3C1 | 446 | 5 | Gene | gene | NR3C1
38162155 | @GENE_RB1 | RB1 | 453 | 3 | Gene | gene | RB1
38162155 | @GENE_TSLP | TSLP | 458 | 4 | Gene | gene | TSLP
38162155 | @GENE_ZNRF1 | ZNRF1 | 464 | 5 | Gene | gene | ZNRF1
38162155 | @GENE_FOXO3 | FOXO3 | 475 | 6 | Gene | gene | FOXO3A
38162155 | @DISEASE_Precursor_B_Cell_Lymphoblastic_Leukemia_Lymphoma | Precursor B-Cell Lymphoblastic Leukemia-Lymphoma | 563 | 7 | Disease | disease | BCP-ALL
38162155 | @DISEASE_Precursor_B_Cell_Lymphoblastic_Leukemia_Lymphoma | Precursor B-Cell Lymphoblastic Leukemia-Lymphoma | 612 | 7 | Disease | disease | BCP-ALL
38162155 | @GENE_IKZF1 | IKZF1 | 1178 | 5 | Gene | gene | IKZF1
38162155 | @GENE_CREBBP | CREBBP | 1188 | 6 | Gene | gene | CREBBP
38162155 | @GENE_ERG | ERG | 1333 | 3 | Gene | gene | ERG
38162155 | @GENE_CRLF2 | CRLF2 | 1338 | 5 | Gene | gene | CRLF2
38162155 | @GENE_CREBBP | CREBBP | 1345 | 6 | Gene | gene | CREBBP
38162155 | @GENE_TSLP | TSLP | 1353 | 4 | Gene | gene | TSLP
38162155 | @GENE_JAK2 | JAK2 | 1359 | 4 | Gene | gene | JAK2
38162155 | @GENE_ZAP70 | ZAP70 | 1365 | 5 | Gene | gene | ZAP70
38162155 | @GENE_FOXO3 | FOXO3 | 1372 | 6 | Gene | gene | FOXO3A
38162155 | @GENE_NR3C1 | NR3C1 | 1384 | 5 | Gene | gene | NR3C1
38162155 | @GENE_ERG | ERG | 1439 | 3 | Gene | gene | ERG
38162155 | @DISEASE_Precursor_B_Cell_Lymphoblastic_Leukemia_Lymphoma | Precursor B-Cell Lymphoblastic Leukemia-Lymphoma | 1626 | 7 | Disease | disease | BCP-ALL
38182048 | @DISEASE_COVID_19 | COVID-19 | 57 | 8 | Disease | disease | COVID-19
38182048 | @DISEASE_COVID_19 | COVID-19 | 270 | 8 | Disease | disease | COVID-19
38182048 | @DISEASE_COVID_19 | COVID-19 | 692 | 8 | Disease | disease | COVID-19
38182048 | @DISEASE_COVID_19 | COVID-19 | 723 | 8 | Disease | disease | COVID-19
38182048 | @DISEASE_Communicable_Diseases | Communicable Diseases | 787 | 19 | Disease | disease | Infectious Diseases
38182048 | @DISEASE_COVID_19 | COVID-19 | 1224 | 8 | Disease | disease | COVID-19
38182048 | @DISEASE_COVID_19 | COVID-19 | 1305 | 8 | Disease | disease | COVID-19
38182048 | @DISEASE_COVID_19 | COVID-19 | 1517 | 8 | Disease | disease | COVID-19
38182048 | @DISEASE_COVID_19 | COVID-19 | 1632 | 8 | Disease | disease | COVID-19
38182048 | @DISEASE_COVID_19 | COVID-19 | 1844 | 8 | Disease | disease | COVID-19
38182048 | @DISEASE_COVID_19 | COVID-19 | 2041 | 8 | Disease | disease | COVID-19
38182048 | @DISEASE_COVID_19 | COVID-19 | 2251 | 8 | Disease | disease | COVID-19
38182048 | @CHEMICAL_sarilumab | sarilumab | 2573 | 9 | Chemical | chemical | sarilumab
38182048 | @CHEMICAL_tocilizumab | tocilizumab | 2619 | 11 | Chemical | chemical | tocilizumab
38182048 | @CHEMICAL_baricitinib | baricitinib | 2724 | 11 | Chemical | chemical | baricitinib
38182048 | @CHEMICAL_vilobelimab | vilobelimab | 2833 | 11 | Chemical | chemical | vilobelimab
38182048 | @CHEMICAL_baricitinib | baricitinib | 2999 | 11 | Chemical | chemical | baricitinib
38182048 | @DISEASE_COVID_19 | COVID-19 | 3084 | 8 | Disease | disease | COVID-19
38182048 | @CHEMICAL_Oxygen | Oxygen | 3117 | 6 | Chemical | chemical | oxygen
38182048 | @CHEMICAL_Oxygen | Oxygen | 3150 | 6 | Chemical | chemical | oxygen
38182048 | @CHEMICAL_vilobelimab | vilobelimab | 3196 | 11 | Chemical | chemical | Vilobelimab
38183092 | @DISEASE_Rheumatic_Fever | Rheumatic Fever | 110 | 42 | Disease | disease | autoimmune inflammatory rheumatic diseases
