38613283 | @CHEMICAL_Tungsten | Tungsten | 242 | 1 | Chemical | chemical | W
31786976 | @CHEMICAL_Adenosine | Adenosine | 331 | 9 | Chemical | chemical | adenosine
31786976 | @DISEASE_Neointima | Neointima | 365 | 9 | Disease | disease | neointima
31786976 | @CHEMICAL_2_Chloroadenosine | 2-Chloroadenosine | 403 | 17 | Chemical | chemical | 2-chloroadenosine
31786976 | @CHEMICAL_Adenosine | Adenosine | 429 | 9 | Chemical | chemical | adenosine
31786976 | @CHEMICAL_BAY_60_6583 | BAY 60-6583 | 453 | 10 | Chemical | chemical | BAY60-6583
31786976 | @CHEMICAL_Adenosine | Adenosine | 555 | 9 | Chemical | chemical | adenosine
31786976 | @CHEMICAL_Adenosine | Adenosine | 577 | 9 | Chemical | chemical | adenosine
31786976 | @GENE_ADA | ADA | 651 | 19 | Gene | gene | adenosine deaminase
31786976 | @CHEMICAL_5_iodotubercidin | 5-iodotubercidin | 676 | 16 | Chemical | chemical | 5-iodotubercidin
31786976 | @GENE_ADK | ADK | 703 | 16 | Gene | gene | adenosine kinase
31786976 | @CHEMICAL_N(6)_cyclopentyladenosine | N(6)-cyclopentyladenosine | 775 | 23 | Chemical | chemical | N6-cyclopentyladenosine
31786976 | @CHEMICAL_2_(4_(2_carboxyethyl)phenethylamino)_5'_N_ethylcarboxamidoadenosine | 2-(4-(2-carboxyethyl)phenethylamino)-5'-N-ethylcarboxamidoadenosine | 813 | 8 | Chemical | chemical | CGS21680
31786976 | @GENE_IGKV2D_29 | IGKV2D-29 | 823 | 3 | Gene | gene | A2A
31786976 | @CHEMICAL_3_IB_MECA | 3-IB-MECA | 841 | 48 | Chemical | chemical | N6-(3-iodobenzyl)-adenosine-5'-N-methyluronamide
31786976 | @CHEMICAL_2_Chloroadenosine | 2-Chloroadenosine | 946 | 17 | Chemical | chemical | 2-Chloroadenosine
31786976 | @CHEMICAL_Cyclic_AMP | Cyclic AMP | 974 | 10 | Chemical | chemical | cyclic AMP
31786976 | @GENE_AKT1 | AKT1 | 994 | 3 | Gene | gene | Akt
31786976 | @GENE_CCND1 | CCND1 | 1069 | 9 | Gene | gene | cyclin D1
31786976 | @CHEMICAL_2_Chloroadenosine | 2-Chloroadenosine | 1124 | 17 | Chemical | chemical | 2-chloroadenosine
31786976 | @GENE_SKP2 | SKP2 | 1166 | 4 | Gene | gene | Skp2
31786976 | @GENE_CDKN1B | CDKN1B | 1196 | 7 | Gene | gene | p27Kip1
31786976 | @GENE_CDKN1B | CDKN1B | 1231 | 7 | Gene | gene | p27Kip1
31786976 | @CHEMICAL_2_Chloroadenosine | 2-Chloroadenosine | 1320 | 17 | Chemical | chemical | 2-chloroadenosine
31786976 | @CHEMICAL_Cyclic_AMP | Cyclic AMP | 1341 | 10 | Chemical | chemical | cyclic AMP
31786976 | @CHEMICAL_2_Chloroadenosine | 2-Chloroadenosine | 1510 | 17 | Chemical | chemical | 2-chloroadenosine
31786976 | @CHEMICAL_Adenosine | Adenosine | 1555 | 9 | Chemical | chemical | adenosine
31786976 | @CHEMICAL_2_Chloroadenosine | 2-Chloroadenosine | 1649 | 17 | Chemical | chemical | 2-chloroadenosine
31786976 | @DISEASE_Hyperplasia | Hyperplasia | 1699 | 22 | Disease | disease | neointimal hyperplasia
31786976 | @GENE_KIT | KIT | 1825 | 5 | Gene | gene | c-Kit
31786976 | @CHEMICAL_Adenosine | Adenosine | 1839 | 9 | Chemical | chemical | Adenosine
31786976 | @GENE_CCND1 | CCND1 | 1961 | 9 | Gene | gene | cyclin D1
31786976 | @GENE_AKT1 | AKT1 | 2010 | 3 | Gene | gene | Akt
31786976 | @GENE_SKP2 | SKP2 | 2034 | 4 | Gene | gene | Skp2
31786976 | @GENE_CDKN1B | CDKN1B | 2067 | 7 | Gene | gene | p27kip1
31786976 | @CHEMICAL_Adenosine | Adenosine | 2083 | 9 | Chemical | chemical | Adenosine
31786976 | @DISEASE_Neointima | Neointima | 2104 | 9 | Disease | disease | neointima
31786976 | @GENE_KIT | KIT | 2180 | 5 | Gene | gene | c-Kit
33250058 | @DISEASE_Malaria | Malaria | 46 | 7 | Disease | disease | malaria
33250058 | @DISEASE_Malaria | Malaria | 111 | 7 | Disease | disease | Malaria
33250058 | @DISEASE_Malaria | Malaria | 268 | 7 | Disease | disease | malaria
33250058 | @DISEASE_Malaria | Malaria | 308 | 21 | Disease | disease | uncomplicated malaria
33250058 | @DISEASE_Malaria | Malaria | 331 | 2 | Disease | disease | UM
33250058 | @DISEASE_Infections | Infections | 340 | 23 | Disease | disease | non-malarial infections
33250058 | @DISEASE_Infections | Infections | 365 | 3 | Disease | disease | nMI
33250058 | @DISEASE_Malaria | Malaria | 622 | 7 | Disease | disease | malaria
33250058 | @DISEASE_Infections | Infections | 842 | 3 | Disease | disease | nMI
33250058 | @DISEASE_Malaria | Malaria | 847 | 2 | Disease | disease | UM
33250058 | @DISEASE_Malaria | Malaria | 855 | 14 | Disease | disease | severe malaria
33250058 | @DISEASE_Malaria | Malaria | 871 | 2 | Disease | disease | SM
33250058 | @DISEASE_Infections | Infections | 993 | 3 | Disease | disease | nMI
33250058 | @DISEASE_Malaria | Malaria | 1008 | 2 | Disease | disease | SM
33250058 | @DISEASE_Malaria | Malaria | 1026 | 2 | Disease | disease | UM
33250058 | @DISEASE_Malaria | Malaria | 1207 | 2 | Disease | disease | UM
33250058 | @DISEASE_Malaria | Malaria | 1211 | 2 | Disease | disease | SM
33250058 | @DISEASE_Malaria | Malaria | 1314 | 2 | Disease | disease | UM
33250058 | @DISEASE_Malaria | Malaria | 1320 | 2 | Disease | disease | SM
33250058 | @DISEASE_Infections | Infections | 1328 | 3 | Disease | disease | nMI
33250058 | @DISEASE_Malaria | Malaria | 1548 | 7 | Disease | disease | malaria
33250058 | @DISEASE_Infections | Infections | 1561 | 3 | Disease | disease | nMI
33250058 | @DISEASE_Malaria | Malaria | 1581 | 2 | Disease | disease | UM
33250058 | @DISEASE_Infections | Infections | 1589 | 3 | Disease | disease | nMI
33250058 | @DISEASE_Malaria | Malaria | 1725 | 2 | Disease | disease | UM
33250058 | @DISEASE_Malaria | Malaria | 1804 | 2 | Disease | disease | SM
33250058 | @DISEASE_Infections | Infections | 1812 | 3 | Disease | disease | nMI
33250058 | @DISEASE_Malaria | Malaria | 1974 | 2 | Disease | disease | SM
33250058 | @DISEASE_Malaria | Malaria | 2106 | 2 | Disease | disease | UM
33250058 | @DISEASE_Malaria | Malaria | 2258 | 2 | Disease | disease | UM
33250058 | @DISEASE_Malaria | Malaria | 2265 | 2 | Disease | disease | SM
33250058 | @DISEASE_Infections | Infections | 2273 | 3 | Disease | disease | nMI
33250058 | @DISEASE_Fever | Fever | 2477 | 15 | Disease | disease | febrile illness
33250058 | @DISEASE_Malaria | Malaria | 2526 | 2 | Disease | disease | SM
33588030 | @CHEMICAL_Fluorodeoxyglucose_F18 | Fluorodeoxyglucose F18 | 1228 | 3 | Chemical | chemical | FDG
33588030 | @DISEASE_AA_amyloidosis | AA amyloidosis | 1263 | 7 | Disease | disease | amyloid
33588030 | @DISEASE_AA_amyloidosis | AA amyloidosis | 1303 | 7 | Disease | disease | amyloid
33588030 | @DISEASE_AA_amyloidosis | AA amyloidosis | 1328 | 7 | Disease | disease | amyloid
33588030 | @DISEASE_AA_amyloidosis | AA amyloidosis | 1975 | 7 | Disease | disease | amyloid
33633563 | @DISEASE_Depressive_Disorder | Depressive Disorder | 66 | 10 | Disease | disease | Depression
33633563 | @DISEASE_Depressive_Disorder | Depressive Disorder | 300 | 10 | Disease | disease | depression
33633563 | @DISEASE_Depressive_Disorder | Depressive Disorder | 312 | 3 | Disease | disease | EOD
33633563 | @DISEASE_Depressive_Disorder | Depressive Disorder | 332 | 10 | Disease | disease | depression
33633563 | @DISEASE_Late_Onset_Disorders | Late Onset Disorders | 344 | 3 | Disease | disease | LOD
33633563 | @DISEASE_Depressive_Disorder | Depressive Disorder | 481 | 3 | Disease | disease | EOD
33633563 | @DISEASE_Late_Onset_Disorders | Late Onset Disorders | 489 | 3 | Disease | disease | LOD
33633563 | @DISEASE_Death | Death | 587 | 4 | Disease | disease | life
33633563 | @DISEASE_Depressive_Disorder | Depressive Disorder | 592 | 10 | Disease | disease | depression
33633563 | @DISEASE_Depressive_Disorder | Depressive Disorder | 604 | 3 | Disease | disease | EOD
33633563 | @DISEASE_Late_Onset_Disorders | Late Onset Disorders | 612 | 3 | Disease | disease | LOD
33633563 | @DISEASE_Depressive_Disorder | Depressive Disorder | 1215 | 3 | Disease | disease | EOD
33633563 | @DISEASE_Late_Onset_Disorders | Late Onset Disorders | 1246 | 3 | Disease | disease | LOD
33633563 | @DISEASE_Depressive_Disorder | Depressive Disorder | 1610 | 3 | Disease | disease | EOD
33633563 | @DISEASE_Late_Onset_Disorders | Late Onset Disorders | 1618 | 3 | Disease | disease | LOD
33633563 | @DISEASE_Depressive_Disorder | Depressive Disorder | 1740 | 3 | Disease | disease | EOD
33633563 | @DISEASE_Late_Onset_Disorders | Late Onset Disorders | 1748 | 3 | Disease | disease | LOD
33643791 | @GENE_NID1 | Nid1 | 0 | 9 | Gene | gene | Nidogen-1
33643791 | @DISEASE_Ischemia | Ischemia | 20 | 8 | Disease | disease | Ischemia
33643791 | @DISEASE_Ischemia | Ischemia | 76 | 8 | Disease | disease | Ischemia
33643791 | @DISEASE_Ischemia | Ischemia | 190 | 8 | Disease | disease | Ischemia
33643791 | @DISEASE_Infarction | Infarction | 324 | 15 | Disease | disease | infarcted heart
33643791 | @DISEASE_Brain_Ischemia | Brain Ischemia | 440 | 8 | Disease | disease | ischemic
33643791 | @GENE_NID1 | Nid1 | 524 | 9 | Gene | gene | nidogen-1
33643791 | @DISEASE_Hypoxia | Hypoxia | 569 | 7 | Disease | disease | hypoxia
33643791 | @GENE_NID1 | Nid1 | 721 | 9 | Gene | gene | nidogen-1
33643791 | @DISEASE_Fibrosis | Fibrosis | 803 | 8 | Disease | disease | fibrosis
33643791 | @DISEASE_Infarction | Infarction | 839 | 10 | Disease | disease | infarction
33643791 | @GENE_NID1 | Nid1 | 928 | 9 | Gene | gene | nidogen-1
33643791 | @DISEASE_Brain_Ischemia | Brain Ischemia | 941 | 8 | Disease | disease | ischemic
34102162 | @DISEASE_COVID_19 | COVID-19 | 57 | 8 | Disease | disease | COVID-19
34102162 | @DISEASE_COVID_19 | COVID-19 | 213 | 11 | Disease | disease | SARS-CoV-19
34102162 | @DISEASE_COVID_19 | COVID-19 | 397 | 8 | Disease | disease | COVID-19
34102162 | @DISEASE_COVID_19 | COVID-19 | 554 | 8 | Disease | disease | COVID-19
34102162 | @CHEMICAL_Carbon | Carbon | 1745 | 6 | Chemical | chemical | carbon
34330207 | @CHEMICAL_Calcium | Calcium | 1034 | 7 | Chemical | chemical | Calcium
34493736 | @DISEASE_Parkinson_Disease_Secondary | Parkinson Disease Secondary | 27 | 18 | Disease | disease | Parkinson symptoms
34493736 | @DISEASE_Parkinson_Disease | Parkinson Disease | 61 | 17 | Disease | disease | Parkinson disease
34493736 | @DISEASE_Parkinson_Disease | Parkinson Disease | 110 | 19 | Disease | disease | Parkinson's disease
34493736 | @DISEASE_Parkinson_Disease | Parkinson Disease | 131 | 2 | Disease | disease | PD
34493736 | @DISEASE_Parkinson_Disease | Parkinson Disease | 180 | 2 | Disease | disease | PD
34493736 | @DISEASE_Parkinson_Disease | Parkinson Disease | 225 | 2 | Disease | disease | PD
34493736 | @DISEASE_Parkinson_Disease | Parkinson Disease | 390 | 2 | Disease | disease | PD
34493736 | @DISEASE_Parkinson_Disease | Parkinson Disease | 408 | 2 | Disease | disease | PD
34493736 | @DISEASE_Parkinson_Disease | Parkinson Disease | 560 | 2 | Disease | disease | PD
34493736 | @DISEASE_Parkinson_Disease | Parkinson Disease | 678 | 2 | Disease | disease | PD
34493736 | @DISEASE_Parkinson_Disease | Parkinson Disease | 753 | 2 | Disease | disease | PD
34493736 | @DISEASE_Motor_Disorders | Motor Disorders | 869 | 16 | Disease | disease | motor impairment
34493736 | @DISEASE_Hypotension_Orthostatic | Hypotension Orthostatic | 961 | 23 | Disease | disease | orthostatic hypotension
34493736 | @DISEASE_REM_Sleep_Behavior_Disorder | REM Sleep Behavior Disorder | 1258 | 27 | Disease | disease | REM sleep behavior disorder
34493736 | @DISEASE_REM_Sleep_Behavior_Disorder | REM Sleep Behavior Disorder | 1287 | 3 | Disease | disease | RBD
34493736 | @DISEASE_REM_Sleep_Behavior_Disorder | REM Sleep Behavior Disorder | 1318 | 3 | Disease | disease | RBD
34493736 | @DISEASE_Parkinson_Disease | Parkinson Disease | 1404 | 2 | Disease | disease | PD
34493736 | @DISEASE_Parkinson_Disease | Parkinson Disease | 1504 | 2 | Disease | disease | PD
34493736 | @DISEASE_Parkinson_Disease | Parkinson Disease | 1583 | 2 | Disease | disease | PD
34493736 | @DISEASE_Parkinson_Disease | Parkinson Disease | 1609 | 2 | Disease | disease | PD
34493736 | @DISEASE_Parkinson_Disease | Parkinson Disease | 1671 | 2 | Disease | disease | PD
34493736 | @DISEASE_Parkinson_Disease | Parkinson Disease | 1854 | 2 | Disease | disease | PD
34521215 | @DISEASE_Tricuspid_Valve_Insufficiency | Tricuspid Valve Insufficiency | 119 | 23 | Disease | disease | Tricuspid Regurgitation
34521215 | @DISEASE_Tricuspid_Valve_Insufficiency | Tricuspid Valve Insufficiency | 165 | 23 | Disease | disease | tricuspid regurgitation
34521215 | @DISEASE_Tricuspid_Valve_Insufficiency | Tricuspid Valve Insufficiency | 190 | 2 | Disease | disease | TR
34521215 | @DISEASE_Tricuspid_Valve_Insufficiency | Tricuspid Valve Insufficiency | 339 | 2 | Disease | disease | TR
34521215 | @DISEASE_Tricuspid_Valve_Insufficiency | Tricuspid Valve Insufficiency | 540 | 2 | Disease | disease | TR
34521215 | @DISEASE_Tricuspid_Valve_Insufficiency | Tricuspid Valve Insufficiency | 595 | 2 | Disease | disease | TR
34521215 | @DISEASE_Tricuspid_Valve_Insufficiency | Tricuspid Valve Insufficiency | 1002 | 2 | Disease | disease | TR
34521215 | @DISEASE_Death | Death | 1088 | 6 | Disease | disease | deaths
34521215 | @DISEASE_Heart_Failure | Heart Failure | 1433 | 13 | Disease | disease | heart failure
34521215 | @DISEASE_Tricuspid_Valve_Insufficiency | Tricuspid Valve Insufficiency | 1860 | 2 | Disease | disease | TR
34521215 | @DISEASE_Tricuspid_Valve_Insufficiency | Tricuspid Valve Insufficiency | 2046 | 2 | Disease | disease | TR
34521215 | @DISEASE_Tricuspid_Valve_Insufficiency | Tricuspid Valve Insufficiency | 2206 | 2 | Disease | disease | TR
34537242 | @GENE_PIAS1 | PIAS1 | 33 | 5 | Gene | gene | PIAS1
34537242 | @GENE_H2AZ1 | H2AZ1 | 102 | 5 | Gene | gene | H2A.Z
34537242 | @GENE_SAE1 | SAE1 | 454 | 4 | Gene | gene | SAE1
34537242 | @GENE_UBA2 | UBA2 | 463 | 4 | Gene | gene | SAE2
34537242 | @GENE_H2AZ1 | H2AZ1 | 810 | 5 | Gene | gene | H2A.Z
34537242 | @GENE_PIAS1 | PIAS1 | 845 | 5 | Gene | gene | PIAS1
34537242 | @GENE_PIAS1 | PIAS1 | 902 | 5 | Gene | gene | PIAS1
34537242 | @GENE_SH2D1A | SH2D1A | 908 | 3 | Gene | gene | SAP
34537242 | @GENE_HNRNPU | HNRNPU | 913 | 7 | Gene | gene | SAF-A/B
34537242 | @GENE_ACIN1 | ACIN1 | 922 | 6 | Gene | gene | Acinus
34537242 | @GENE_PIAS1 | PIAS1 | 968 | 5 | Gene | gene | PIAS1
34537242 | @GENE_H2BC21 | H2BC21 | 1014 | 3 | Gene | gene | H2B
34537242 | @GENE_SH2D1A | SH2D1A | 1028 | 3 | Gene | gene | SAP
34537242 | @GENE_PIAS1 | PIAS1 | 1110 | 5 | Gene | gene | PIAS1
34537242 | @GENE_SH2D1A | SH2D1A | 1222 | 3 | Gene | gene | SAP
34537242 | @GENE_PIAS1 | PIAS1 | 1391 | 5 | Gene | gene | PIAS1
34537242 | @GENE_PIAS1 | PIAS1 | 1510 | 5 | Gene | gene | PIAS1
34713078 | @DISEASE_Middle_Lobe_Syndrome | Middle Lobe Syndrome | 67 | 4 | Disease | disease | Lobe
34713078 | @DISEASE_Epilepsy | Epilepsy | 165 | 8 | Disease | disease | Epilepsy
34713078 | @DISEASE_Middle_Lobe_Syndrome | Middle Lobe Syndrome | 387 | 4 | Disease | disease | lobe
34713078 | @DISEASE_Seizures | Seizures | 426 | 7 | Disease | disease | seizure
34713078 | @DISEASE_Seizures | Seizures | 545 | 7 | Disease | disease | seizure
34713078 | @DISEASE_Epilepsy | Epilepsy | 809 | 8 | Disease | disease | epilepsy
34713078 | @DISEASE_Seizures | Seizures | 891 | 7 | Disease | disease | seizure
34713078 | @DISEASE_Hippocampal_Sclerosis | Hippocampal Sclerosis | 1022 | 21 | Disease | disease | hippocampal sclerosis
34713078 | @DISEASE_Hippocampal_Sclerosis | Hippocampal Sclerosis | 1045 | 2 | Disease | disease | HS
34713078 | @DISEASE_Middle_Lobe_Syndrome | Middle Lobe Syndrome | 1224 | 4 | Disease | disease | lobe
34713078 | @DISEASE_Seizures | Seizures | 1408 | 7 | Disease | disease | seizure
34713078 | @DISEASE_Hippocampal_Sclerosis | Hippocampal Sclerosis | 1680 | 2 | Disease | disease | HS
34713078 | @DISEASE_Hippocampal_Sclerosis | Hippocampal Sclerosis | 1785 | 2 | Disease | disease | HS
34713078 | @DISEASE_Seizures | Seizures | 1866 | 7 | Disease | disease | seizure
34713078 | @DISEASE_Hippocampal_Sclerosis | Hippocampal Sclerosis | 2044 | 2 | Disease | disease | HS
34713078 | @DISEASE_Middle_Lobe_Syndrome | Middle Lobe Syndrome | 2070 | 4 | Disease | disease | lobe
34713078 | @DISEASE_Seizures | Seizures | 2224 | 7 | Disease | disease | seizure
34931666 | @GENE_IFNG | IFNG | 128 | 16 | Gene | gene | interferon-gamma
34931666 | @GENE_IFNG | IFNG | 146 | 8 | Gene | gene | IFNgamma
34931666 | @DISEASE_Infections | Infections | 280 | 26 | Disease | disease | Toxoplasmagondii infection
34931666 | @GENE_GBP1 | GBP1 | 555 | 13 | Gene | gene | GBP1, 2 and 5
34931666 | @GENE_GBP1 | GBP1 | 606 | 4 | Gene | gene | GBP1
34931666 | @GENE_GBP2 | GBP2 | 768 | 4 | Gene | gene | GBP2
34931666 | @GENE_GBP5 | GBP5 | 777 | 4 | Gene | gene | GBP5
34931666 | @GENE_GBP1 | GBP1 | 903 | 8 | Gene | gene | GBP1/2/5
35013206 | @DISEASE_COVID_19 | COVID-19 | 60 | 20 | Disease | disease | SARS-CoV-2 infection
35013206 | @DISEASE_COVID_19 | COVID-19 | 158 | 20 | Disease | disease | SARS-CoV-2 infection
35013206 | @DISEASE_COVID_19 | COVID-19 | 404 | 20 | Disease | disease | SARS-CoV-2 infection
35013206 | @DISEASE_Infections | Infections | 494 | 9 | Disease | disease | infection
35013206 | @DISEASE_COVID_19 | COVID-19 | 712 | 10 | Disease | disease | SARS-CoV-2
35013206 | @DISEASE_Infections | Infections | 1041 | 9 | Disease | disease | infection
35013206 | @DISEASE_Infections | Infections | 1091 | 10 | Disease | disease | infections
35013206 | @DISEASE_COVID_19 | COVID-19 | 1154 | 20 | Disease | disease | SARS-CoV-2 infection
35013206 | @DISEASE_COVID_19 | COVID-19 | 1392 | 20 | Disease | disease | SARS-CoV-2 infection
35013206 | @DISEASE_Infections | Infections | 1486 | 9 | Disease | disease | infection
35141876 | @DISEASE_Melanoma | Melanoma | 60 | 8 | Disease | disease | melanoma
35141876 | @DISEASE_Skin_Neoplasms | Skin Neoplasms | 79 | 12 | Disease | disease | skin cancers
35141876 | @DISEASE_Melanoma | Melanoma | 177 | 8 | Disease | disease | melanoma
35141876 | @DISEASE_Skin_Neoplasms | Skin Neoplasms | 196 | 12 | Disease | disease | skin cancers
35141876 | @DISEASE_Melanoma | Melanoma | 1601 | 8 | Disease | disease | melanoma
35141876 | @DISEASE_Melanoma | Melanoma | 1621 | 8 | Disease | disease | melanoma
35141876 | @DISEASE_Neoplasms | Neoplasms | 1663 | 20 | Disease | disease | keratinocyte cancers
35210294 | @DISEASE_Cerebral_Amyloid_Angiopathy | Cerebral Amyloid Angiopathy | 54 | 27 | Disease | disease | Cerebral Amyloid Angiopathy
35210294 | @DISEASE_Cerebral_Amyloid_Angiopathy | Cerebral Amyloid Angiopathy | 176 | 27 | Disease | disease | cerebral amyloid angiopathy
35210294 | @DISEASE_Cerebral_Amyloid_Angiopathy | Cerebral Amyloid Angiopathy | 205 | 3 | Disease | disease | CAA
35210294 | @DISEASE_Hypercapnia | Hypercapnia | 288 | 11 | Disease | disease | hypercapnia
35210294 | @DISEASE_Cerebral_Amyloid_Angiopathy | Cerebral Amyloid Angiopathy | 394 | 3 | Disease | disease | CAA
35210294 | @DISEASE_Cerebral_Amyloid_Angiopathy | Cerebral Amyloid Angiopathy | 485 | 3 | Disease | disease | CAA
35210294 | @DISEASE_Cognition_Disorders | Cognition Disorders | 495 | 20 | Disease | disease | cognitive impairment
35210294 | @DISEASE_Dementia | Dementia | 520 | 8 | Disease | disease | dementia
35210294 | @DISEASE_Alzheimer_Disease | Alzheimer Disease | 536 | 17 | Disease | disease | Alzheimer disease
35210294 | @CHEMICAL_Carbon_Dioxide | Carbon Dioxide | 642 | 14 | Chemical | chemical | carbon dioxide
35210294 | @DISEASE_Hypertension | Hypertension | 768 | 12 | Disease | disease | hypertension
35210294 | @DISEASE_Cerebral_Amyloid_Angiopathy | Cerebral Amyloid Angiopathy | 823 | 3 | Disease | disease | CAA
35210294 | @DISEASE_Cerebral_Amyloid_Angiopathy | Cerebral Amyloid Angiopathy | 848 | 3 | Disease | disease | CAA
35210294 | @DISEASE_Hypertension | Hypertension | 1011 | 12 | Disease | disease | hypertension
35210294 | @DISEASE_Cerebral_Amyloid_Angiopathy | Cerebral Amyloid Angiopathy | 1119 | 3 | Disease | disease | CAA
35210294 | @DISEASE_Cognition_Disorders | Cognition Disorders | 1180 | 20 | Disease | disease | cognitive impairment
35210294 | @DISEASE_Dementia | Dementia | 1253 | 8 | Disease | disease | dementia
35210294 | @DISEASE_Alzheimer_Disease | Alzheimer Disease | 1269 | 17 | Disease | disease | Alzheimer disease
35210294 | @DISEASE_Cerebral_Amyloid_Angiopathy | Cerebral Amyloid Angiopathy | 1472 | 3 | Disease | disease | CAA
35210294 | @DISEASE_Alzheimer_Disease | Alzheimer Disease | 1480 | 26 | Disease | disease | Alzheimer disease dementia
35210294 | @DISEASE_Leukoencephalopathies | Leukoencephalopathies | 1630 | 21 | Disease | disease | matter hyperintensity
35210294 | @DISEASE_Cerebral_Amyloid_Angiopathy | Cerebral Amyloid Angiopathy | 2205 | 3 | Disease | disease | CAA
35210294 | @DISEASE_Cognition_Disorders | Cognition Disorders | 2289 | 20 | Disease | disease | cognitive impairment
35764621 | @DISEASE_Post_Acute_COVID_19_Syndrome | Post-Acute COVID-19 Syndrome | 0 | 10 | Disease | disease | Long COVID
35764621 | @DISEASE_Post_Acute_COVID_19_Syndrome | Post-Acute COVID-19 Syndrome | 136 | 10 | Disease | disease | long COVID
35764621 | @DISEASE_COVID_19 | COVID-19 | 211 | 8 | Disease | disease | COVID-19
35764621 | @DISEASE_Post_Acute_COVID_19_Syndrome | Post-Acute COVID-19 Syndrome | 268 | 10 | Disease | disease | long COVID
35764621 | @DISEASE_COVID_19 | COVID-19 | 377 | 8 | Disease | disease | COVID-19
35764621 | @DISEASE_COVID_19 | COVID-19 | 462 | 8 | Disease | disease | COVID-19
35764621 | @DISEASE_COVID_19 | COVID-19 | 577 | 8 | Disease | disease | COVID-19
35764621 | @DISEASE_Overweight | Overweight | 802 | 10 | Disease | disease | overweight
